,,,Announced Date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Market cap,ADV,Bookrunner,listing_price,announce_price,discount,firstday_return,Broker_core
DLG LN,2013-03-12,2013-03-12,2013-03-12,2013-03-12,DLG LN,Direct Line Insurance Group PL,755.715,229.4,201.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Government Exit",0.0,1.49253726,1.99004972,4698.6006,5.7519887759304575,"['Goldman Sachs', 'Morgan Stanley', 'UBS']",210.878,210.2,-0.04376784015223589,0.04914427860696513,True
STJ LN,2013-03-11,2013-03-12,2013-03-11,2013-03-12,STJ LN,St James's Place PLC,773.959,101.7,510.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",3862.33,2.843137264,1.960784316,3862.33,3.644414570602022,['Bank of America Merrill Lynch'],519.9709,536.5,-0.04939422180801489,0.019550784313725478,True
1620741D LN,2013-03-11,2013-03-13,2013-03-11,2013-03-13,1620741D LN,BGEO Group Ltd,74.9165,3.6513,1375.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",735.652,3.272727251,3.272727251,735.652,3.1427524235366002,"['Numis', 'Renaissance Capital Pty Ltd']",1417.43,1432.0,-0.03980446927374304,0.030858181818181896,False
DANSKE DC,2013-03-06,2013-03-06,2013-03-06,2013-03-06,DANSKE DC,Danske Bank A/S,951.369,52.0,105.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",18295.6,0.9523809552,2.8571429249999998,18295.6,34.57759948171611,"['Citi', 'JP Morgan']",106.4574,106.1,-0.010367577756833168,0.013880000000000114,True
NEX LN,2013-03-06,2013-03-07,2013-03-06,2013-03-07,NEX LN,National Express Group PLC,159.607,50.5979,210.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",1614.75,-1.142857194,-1.666666627,1614.75,4.4302830678089125,['Bank of America Merrill Lynch'],206.1408,230.0,-0.08695652173913049,-0.01837714285714276,True
EDEN FP,2013-03-05,2013-03-06,2013-03-05,2013-03-06,EDEN FP,Edenred,786.193,23.1,26.13,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",7687.08,-1.454263926,-0.8802111149,7687.08,10.560733509321306,['Citi'],25.7801,26.8,-0.025000000000000022,-0.013390738614619146,False
OPHR LN,2013-03-04,2013-03-05,2013-03-04,2013-03-05,OPHR LN,Ophir Energy Ltd,137.769,19.85,460.0,"ADDL,Primary Share Offering",2915.44,9.782608986,12.39130402,2915.44,12.552304590197217,"['Credit Suisse', 'Deutsche Bank', 'JP Morgan']",500.4985,461.7,-0.0036820446177171506,0.08804021739130441,True
SMP LN,2013-02-26,2013-02-26,2013-02-26,2013-02-26,SMP LN,St Modwen Properties PLC,74.2506,20.0161,245.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,2.040816307,2.040816307,754.169,1.0268294393212105,"['JP Morgan', 'Numis']",249.1721,248.6,-0.014481094127111849,0.0170289795918368,True
SPD LN,2013-02-25,2013-02-25,2013-02-25,2013-02-25,SPD LN,Sports Direct International PL,151.48,25.0,400.0,"ADDL,Secondary Share Offering,Block",0.0,-2.25,2.25,3902.7177,1.837370420761289,['Goldman Sachs'],400.4895,430.5,-0.07084785133565619,0.001223750000000079,True
EDP PL,2013-02-14,2013-02-14,2013-02-14,2013-02-14,EDP PL,EDP - Energias de Portugal SA,474.991,151.517,2.35,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",11462.1,-0.1702087075,-0.6382938623,11462.1,16.543972689003173,"['Caixa Banco de Investimento SA', 'Morgan Stanley']",2.3535,2.3449999999999998,0.002132196162047073,0.0014893617021276562,True
RXL FP,2013-02-13,2013-02-14,2013-02-13,2013-02-14,RXL FP,Rexel SA,860.992,40.0,16.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Block",0.0,3.71875,6.0625,6010.3388,4.734790787586714,"['Deutsche Bank', 'UBS']",16.3763,16.43,-0.026171637248934898,0.023518750000000033,True
ARCHER NO,2013-02-07,2013-02-20,2013-02-07,2013-02-20,ARCHER NO,Archer Ltd,250.001,208.334,6.62,"ADDL,Primary Share Offering",694.992,-11.31706238,-10.43610668,694.992,1.5038439989993195,"['Carnegie', 'Danske Bank', 'DNB ASA', 'Nordea Bank Abp', 'Pareto Securities', 'Clarksons Platou Securities', 'SEB', 'Swedbank']",6.1957,6.78,-0.02359882005899705,-0.06409365558912383,False
OPHR LN,2013-02-06,2013-02-07,2013-02-06,2013-02-07,OPHR LN,Ophir Energy Ltd,267.649,36.0,475.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.0,0.4210526347,3254.1459,7.414584099015924,['Credit Suisse'],475.1249,519.5,-0.08565928777670839,0.0002629473684210293,False
BKT SM,2013-01-24,2013-01-25,2013-01-24,2013-01-25,BKT SM,Bankinter SA,154.772,29.3,3.95,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.126580954,2.40506196,3083.7696,14.465175374047336,"['Credit Agricole CIB', 'Citi']",3.9969,4.09,-0.03422982885085568,0.011873417721518953,False
ORP FP,2013-01-17,2013-01-18,2013-01-17,2013-01-18,ORP FP,Orpea,111.91,2.65,31.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.848099947,2.294302464,2369.8601,3.76605741939778,['Kepler Cheuvreux'],32.1938,33.46,-0.05558876270173341,0.01879113924050646,False
DWNI GR,2013-01-15,2013-01-16,2013-01-15,2013-01-16,DWNI GR,Deutsche Wohnen SE,260.167,14.6143,13.35,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.333330393,3.707862139,2625.2721,6.227771528060067,"['Bank of America Merrill Lynch', 'UBS']",13.6625,13.47,-0.008908685968819663,0.023408239700374533,True
DUFN SW,2013-01-15,2013-01-16,2013-01-15,2013-01-16,DUFN SW,Dufry AG,475.768,3.8796,114.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,3.596491337,5.350877285,3801.796,15.100381082638764,['Morgan Stanley'],116.7612,119.1,-0.04282115869017633,0.02422105263157892,True
LHA GR,2013-01-14,2013-01-15,2013-01-14,2013-01-15,LHA GR,Deutsche Lufthansa AG,170.491,8.8423,14.43,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.351353407,-0.4504525661,8942.7706,50.23459232881403,['UBS'],14.2876,14.551,-0.00831557968524499,-0.009868329868329861,True
BOKA NA,2013-01-10,2013-01-16,2013-01-10,2013-01-16,BOKA NA,Boskalis Westminster,214.243,4.8961,33.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,3.636363745,4.409090996,4829.6654,14.259475292851558,"['ABN Amro Bank NV', 'ING Groep']",34.0744,33.95,-0.02798232695139924,0.03255757575757556,False
NOEJ GR,2013-01-10,2013-01-10,2013-01-10,2013-01-10,NOEJ GR,Norma Group SE,144.45,5.314,20.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.48780489,2.317073107,890.4091,1.0642886828276057,['Joh Berenberg Gossler & Co KG'],20.9704,21.075,-0.027283511269276306,0.022946341463414788,False
GLB ID,2012-12-17,2012-12-18,2012-12-17,2012-12-18,GLB ID,Glanbia PLC,88.436,8.8442,7.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,7.210527897,7.750001431,2978.9069,7.029118237581252,"['Davy', 'Jefferies']",7.6521,7.68,-0.01041666666666663,0.006855263157894864,False
RCO FP,2012-12-12,2012-12-12,2012-12-12,2012-12-12,RCO FP,Remy Cointreau SA,123.066,1.0808,87.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.3333333433,-1.517241359,5784.8928,8.407875988838283,['Credit Suisse'],87.789,86.82,0.0020732550103663705,0.009068965517241345,False
VOLVA SS,2012-12-12,2012-12-13,2012-12-12,2012-12-13,VOLVA SS,Volvo AB,1926.29,138.605,92.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.4336043298,0.4336043298,30761.5487,1.7729700509910291,['Goldman Sachs'],92.3288,95.9,-0.03806047966631909,0.0008542005420053567,True
KBC BB,2012-12-10,2012-12-13,2012-12-10,2012-12-13,KBC BB,KBC Group NV,1617.95,58.8353,21.25,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,13.4588232,15.31764698,10867.0896,42.86677565320268,"['JP Morgan', 'Nomura', 'KBC Group']",23.8743,23.465,-0.09439590880034088,0.12349647058823532,True
AIR FP,2012-12-06,2012-12-06,2012-12-06,2012-12-06,AIR FP,Airbus SE,2155.23,61.1,27.23,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,8.189498901,9.41975975,31500.0203,76.18505032945679,"['Goldman Sachs', 'Morgan Stanley']",29.2046,29.4,-0.07380952380952377,0.07251560778553068,True
AKERBP NO,2012-12-04,2012-12-05,2012-12-04,2012-12-05,AKERBP NO,Aker BP ASA,183.247,12.7916,80.5,"ADDL,Primary Share Offering",0.0,1.180124283,2.670807362,2015.7214,4.400484259731533,"['DNB ASA', 'Pareto Securities', 'SEB', 'Swedbank']",81.2532,80.5,0.0,0.009356521739130486,False
UTDI GR,2012-12-04,2012-12-04,2012-12-04,2012-12-04,UTDI GR,United Internet AG,249.272,11.9,16.0,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,-0.0625,2.125,4474.6558,5.189042214112004,['UBS'],16.0286,15.897,0.0064792099138202275,0.001787500000000053,True
MONI LN,2012-12-03,2012-12-10,2012-12-03,2012-12-10,MONI LN,Monitise Ltd,55.1283,114.116,30.0,"ADDL,Primary Share Offering,Best Efforts,Accelerated Bookbuild,Sub Sector Flag",0.0,3.333333254,2.5,609.2012,2.079226595164564,[None],30.7,33.0,-0.09090909090909094,0.023333333333333206,False
TEG GR,2012-12-03,2012-12-10,2012-12-03,2012-12-10,TEG GR,TAG Immobilien AG,126.869,10.7978,9.0,"ADDL,Primary Share Offering,Rump Placement",0.0,0.8222222328,2.666666746,1591.6608,2.517942749547602,"['Barclays', 'Credit Suisse']",9.0916,9.326,-0.03495603688612492,0.010177777777777841,False
WG/ LN,2012-11-28,2012-11-29,2012-11-28,2012-11-29,WG/ LN,John Wood Group PLC,203.011,16.3576,775.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.6451612711,0.2580645084,4845.6673,16.616956189672358,"['Credit Suisse', 'JP Morgan']",782.2382,815.0,-0.049079754601227044,0.009339612903225714,True
CLS1 GR,2012-11-27,2012-11-28,2012-11-27,2012-11-28,CLS1 GR,McKesson Europe AG,128.433,7.8778,12.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.373012781,4.801584244,2810.5799,6.8408282394786095,['Deutsche Bank'],12.9409,12.77,-0.013312451057165275,0.02705555555555561,False
GALP PL,2012-11-27,2012-11-27,2012-11-27,2012-11-27,GALP PL,Galp Energia SGPS SA,615.927,41.4655,11.48,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",0.0,0.3048820496,0.3919900656,12339.1247,16.83907672774045,"['Deutsche Bank', 'Mediobanca', 'Morgan Stanley', 'UBS']",11.5188,11.5,-0.0017391304347825765,0.0033797909407664584,True
EBRO SM,2012-11-21,2012-11-21,2012-11-21,2012-11-21,EBRO SM,Ebro Foods SA,88.6041,5.1933,13.3,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.55638957,3.383457184,2684.3481,3.0780153172183335,['UBS'],13.488,13.6,-0.022058823529411686,0.014135338345864668,True
SZU GR,2012-11-20,2012-11-21,2012-11-20,2012-11-21,SZU GR,Suedzucker AG,577.917,15.1948,29.7,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild,Block",0.0,0.8754183054,-1.16161871,7116.9708,12.326973880238045,['Deutsche Bank'],30.206,29.35,0.011925042589437718,0.01703703703703696,False
GLB ID,2012-11-20,2012-11-20,2012-11-20,2012-11-20,GLB ID,Glanbia PLC,86.0767,8.8442,7.6,"ADDL,Secondary Share Offering",0.0,4.605264664,5.921053886,2925.8633,2.4779183069182276,"['Davy', 'Jefferies']",7.6034,7.75,-0.01935483870967747,0.00044736842105264074,False
DLG IM,2012-11-16,2012-11-16,2012-11-16,2012-11-16,DLG IM,De' Longhi SpA,144.559,11.96,9.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.263157845,1.315789461,1755.6277,1.3662719393987954,['Bank of America Merrill Lynch'],9.573,9.23,0.029252437703141787,0.007684210526315738,True
MNDI LN,2012-11-13,2012-11-13,2012-11-13,2012-11-13,MNDI LN,Mondi PLC,195.285,19.3979,634.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.182965279,1.104100943,4917.8256,8.568522782685669,['Absa Group Ltd'],636.5248,640.0,-0.009375000000000022,0.003982334384858177,False
AMS SM,2012-11-13,2012-11-14,2012-11-13,2012-11-14,AMS SM,Amadeus IT Group SA,391.214,16.2,19.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.2631579041,-0.7894737124,11010.609,43.546544726184884,['HSBC'],18.9619,19.355,-0.018341513820718136,-0.002005263157894732,False
PGHN SW,2012-11-08,2012-11-09,2012-11-08,2012-11-09,PGHN SW,Partners Group Holding AG,679.872,3.35,183.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.584699512,2.950819731,5188.8468,6.693281712930333,"['Credit Suisse', 'Morgan Stanley', 'UBS']",185.9751,184.0,-0.005434782608695676,0.016257377049180288,True
NPRO NO,2012-11-05,2012-11-07,2012-11-05,2012-11-07,NPRO NO,Norwegian Property ASA,69.4846,49.85,8.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,0.875,1.25,732.3363,1.3313569716982032,[None],8.0927,8.43,-0.05100830367734277,0.011587500000000084,False
DANSKE DC,2012-10-30,2012-11-01,2012-10-30,2012-11-01,DANSKE DC,Danske Bank A/S,1242.67,76.881,93.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",16309.1,1.075268865,1.666666627,16309.1,18.90856942978383,"['Danske Bank', 'Morgan Stanley']",92.8669,94.0,-0.010638297872340385,-0.001431182795698871,True
DRX LN,2012-10-25,2012-10-30,2012-10-25,2012-10-30,DRX LN,Drax Group PLC,305.84,36.4746,520.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,7.692307472,7.980769157,3226.3068,6.5529860172913,"['Deutsche Bank', 'UBS']",557.6849,548.0,-0.051094890510948954,0.07247096153846155,True
ZIGGO NA,2012-10-25,2012-10-25,2012-10-25,2012-10-25,ZIGGO NA,Ziggo Holding BV,1283.44,37.0,24.75,"ADDL,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,1.010100961,2.787878752,6484.5928,12.522636635237614,"['ABN Amro Bank NV', 'Deutsche Bank', 'JP Morgan', 'Morgan Stanley', 'Nomura', 'UBS']",25.0393,25.01,-0.010395841663334737,0.01168888888888886,True
SMDR LN,2012-10-24,2012-10-24,2012-10-24,2012-10-24,SMDR LN,Salamander Energy Ltd/GB,70.4812,23.033,191.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.047120452,0.6806282997,751.1703,1.975109768126225,['Barclays'],190.5511,182.5,0.046575342465753344,-0.0023502617801047787,False
CAPC LN,2012-10-18,2012-10-18,2012-10-18,2012-10-18,CAPC LN,Capital & Counties Properties,141.201,38.892,225.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.6222222447,-0.400000006,2716.0771,4.7890094717142215,['UBS'],225.035,223.5,0.006711409395973256,0.0001555555555554644,True
KBC BB,2012-10-15,2012-10-16,2012-10-15,2012-10-16,KBC BB,KBC Group NV,452.403,18.1675,19.25,"ADDL,Primary Share Offering",8989.96,2.311688423,0.6753246784,8989.96,32.37708769394642,['Nomura'],19.2237,20.2,-0.04702970297029696,-0.001366233766233682,False
DUFN SW,2012-10-11,2012-10-15,2012-10-11,2012-10-15,DUFN SW,Dufry AG,314.715,2.6976,109.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,7.706421852,7.798165321,3300.2035,9.519045108588834,"['Credit Suisse', 'Morgan Stanley']",116.5845,114.3,-0.046369203849518814,0.06958256880733948,True
ENI IM,2012-10-09,2012-10-09,2012-10-09,2012-10-09,ENI IM,Eni SpA,239.015,10.7122,17.33,"ADDL,Secondary Share Offering,Accelerated Bookbuild,Government Exit",0.0,-0.5770335793,1.442585588,80759.7743,607.259305179785,['Credit Suisse'],17.3005,17.26,0.004055619930474874,-0.0017022504327754984,False
ENG SM,2012-10-04,2012-10-04,2012-10-04,2012-10-04,ENG SM,Enagas SA,237.815,11.94,15.3,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.209149122,0.6535935402,4770.5392,37.63558935547459,['Barclays'],15.3897,15.35,-0.0032573289902279035,0.005862745098039079,False
ALO FP,2012-10-01,2012-10-01,2012-10-01,2012-10-01,ALO FP,Alstom SA,451.395,13.1332,26.65,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-1.876171231,0.731708765,10732.3415,41.013150554907405,"['BNP Paribas', 'Natixis', 'Societe Generale', 'Credit Agricole CIB']",28.0364,28.225,-0.055801594331266746,0.05202251407129466,False
EBS AV,2012-10-01,2012-10-02,2012-10-01,2012-10-02,EBS AV,Erste Group Bank AG,303.337,14.0,16.8,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.142861843,4.821433544,8991.8235,15.579989740361796,"['Erste Group Bank', 'Goldman Sachs']",17.175,17.67,-0.04923599320882854,0.022321428571428603,True
SKG ID,2012-09-26,2012-09-26,2012-09-26,2012-09-26,SKG ID,Smurfit Kappa Group PLC,180.068,17.5,8.0,"ADDL,Secondary Share Offering,PE Exit,Accelerated Bookbuild",0.0,-0.875,-0.9875000119,2272.3416,6.52698029225466,[None],7.9945,7.9,0.012658227848101111,-0.000687499999999952,False
CON GR,2012-09-24,2012-09-25,2012-09-24,2012-09-25,CON GR,Continental AG,2079.64,20.7791,77.5,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.3483870924,-1.690322638,20247.1763,50.337786345753656,['Goldman Sachs'],78.0529,78.39,-0.011353488965429315,0.007134193548387069,True
CAPC LN,2012-09-19,2012-09-19,2012-09-19,2012-09-19,CAPC LN,Capital & Counties Properties,241.889,68.4,218.0,"ADDL,Primary Share Offering",0.0,0.7339449525,-0.9174311757,2432.7716,2.309851763986659,"['Bank of America Merrill Lynch', 'UBS']",219.1573,219.1,-0.005020538566864463,0.005308715596330282,True
RBS LN,2012-09-10,2012-09-14,2012-09-10,2012-09-14,RBS LN,Royal Bank of Scotland Group P,192.094,52.6612,227.87,"ADDL,Primary Share Offering",0.0,21.2533493,20.41954041,45023.8716,33.65517095639631,[None],281.7745,253.0,-0.09932806324110666,0.23655812524685116,False
ENG SM,2012-09-10,2012-09-11,2012-09-10,2012-09-11,ENG SM,Enagas SA,224.302,11.9367,14.7,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.020406842,-0.1020395234,4801.9137,15.873011633940196,"['Banco Santander', 'Credit Suisse']",14.5845,15.735,-0.06577693040991417,-0.007857142857142785,False
DPW GR,2012-09-07,2012-09-07,2012-09-07,2012-09-07,DPW GR,Deutsche Post AG,1181.7,60.0,15.4,"ADDL,Secondary Share Offering,Government Exit",0.0,-0.1948027164,0.09740507603,23834.8332,56.3205176391048,['Bank of America Merrill Lynch'],15.407,15.415,-0.0009730781706129843,0.00045454545454548523,True
LUX IM,2012-09-05,2012-09-06,2012-09-05,2012-09-06,LUX IM,Luxottica Group SpA,612.603,18.0,27.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,4.666666508,2.555555582,17423.0088,34.80293516915037,['Goldman Sachs'],27.4897,29.41,-0.0819449166950017,0.018137037037037063,True
ZIGGO NA,2012-07-31,2012-07-31,2012-07-31,2012-07-31,ZIGGO NA,Ziggo Holding BV,913.951,29.0,23.5,"ADDL,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Accelerated Bookbuild",0.0,0.9787234068,2.765957355,5783.82,4.042261217672388,"['Deutsche Bank', 'JP Morgan', 'Morgan Stanley', 'Nomura', 'UBS']",23.761,23.5,0.0,0.011106382978723461,True
KMR LN,2012-07-20,2012-07-25,2012-07-20,2012-07-25,KMR LN,Kenmare Resources PLC,60.0154,120.0,32.0,"ADDL,Primary Share Offering",0.0,2.53125,3.65625,1313.5444,4.414829291642396,"['Canaccord Genuity', 'Davy', 'Mirabaud Securities', 'RBC Capital Markets']",33.1664,34.87,-0.08230570691138506,0.03645000000000009,False
SRG IM,2012-07-18,2012-07-18,2012-07-18,2012-07-18,SRG IM,Snam SpA,751.242,178.559,3.43,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.457727909,-1.865891099,14709.4476,34.000383406049544,['Goldman Sachs'],3.3901,3.358,0.021441334127456857,-0.011632653061224518,True
LNA GR,2012-07-10,2012-07-10,2012-07-10,2012-07-10,LNA GR,Linde AG/Pre Merger,1715.84,12.844,109.0,"ADDL,Primary Share Offering,Block",24714.3,4.12844038,6.51376152,24714.3,85.30109869637472,"['Commerzbank', 'Deutsche Bank', 'Morgan Stanley']",112.5791,114.39,-0.04711950345309901,0.032835779816513755,True
GKN LN,2012-07-05,2012-07-05,2012-07-05,2012-07-05,GKN LN,GKN Ltd,217.42,70.0,200.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,5.349999905,3.549999952,5094.7226,15.583970723826171,"['JP Morgan', 'UBS']",208.046,211.0,-0.05213270142180093,0.04022999999999999,True
BNR GR,2012-07-05,2012-07-06,2012-07-05,2012-07-06,BNR GR,Brenntag AG,757.259,6.8656,89.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-1.348314643,-1.853932619,5786.2793,14.809297766925853,"['Deutsche Bank', 'Goldman Sachs']",88.7625,90.66,-0.018310169865431214,-0.002668539325842656,True
ADN LN,2012-07-02,2012-07-03,2012-07-02,2012-07-03,ADN LN,Aberdeen Asset Management PLC,321.512,80.4,255.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.0,3.450980425,4761.8575,24.01416609051518,['Credit Suisse'],255.113,264.7,-0.036645258783528534,0.00044313725490185973,False
CBK GR,2012-06-28,2012-06-28,2012-06-28,2012-06-28,CBK GR,Commerzbank AG,202.51,128.335,1.27,"ADDL,Secondary Share Offering",0.0,2.992127419,4.960631371,8799.5612,87.61561057691807,"['Commerzbank', 'Deutsche Bank']",1.2728,1.266,0.003159557661927437,0.002204724409448744,False
LSE LN,2012-05-22,2012-05-23,2012-05-22,2012-05-23,LSE LN,London Stock Exchange Group PL,471.217,31.1,960.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.46875,0.15625,4368.7658,10.543286472398242,['Morgan Stanley'],947.2494,1021.0,-0.05974534769833495,-0.013281874999999999,True
FRE GR,2012-05-10,2012-05-11,2012-05-10,2012-05-11,FRE GR,Fresenius SE & Co KGaA,1314.84,13.8,73.5,"ADDL,Primary Share Offering,Accelerated Bookbuild",16852.7,5.591836929,3.714285612,16852.7,64.45747049243006,"['Deutsche Bank', 'JP Morgan', 'Societe Generale']",76.0163,74.6,-0.014745308310991856,0.034235374149659936,True
RB/ LN,2012-05-09,2012-05-10,2012-05-09,2012-05-10,RB/ LN,Reckitt Benckiser Group PLC,1945.4,36.0,3350.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,2.567164183,2.98507452,41852.8531,103.43780423223052,['Bank of America Merrill Lynch'],3425.781,3566.0,-0.060572069545709484,0.022621194029850633,True
BOR LN,2012-04-26,2012-05-01,2012-04-26,2012-05-01,BOR LN,Borders & Southern Petroleum P,75.2098,55.32,84.0,"ADDL,Primary Share Offering,Best Efforts,Sub Sector Flag",658.131,1.190476179,6.547618866,658.131,7.637127862127832,[None],84.0378,85.5,-0.01754385964912286,0.00045000000000006146,False
CPI LN,2012-04-24,2012-04-24,2012-04-24,2012-04-24,CPI LN,Capita PLC,446.437,40.4,685.0,"ADDL,Primary Share Offering,Secondary Share Offering,Accelerated Bookbuild",0.0,0.1459853947,-0.07299269736,6758.0932,21.51520609442869,"['Citi', 'Deutsche Bank']",684.707,682.5,0.00366300366300365,-0.00042773722627742483,False
SONG NO,2012-04-20,2012-04-26,2012-04-20,2012-04-26,SONG NO,Songa Offshore SE,110.709,35.2,18.0,"ADDL,Primary Share Offering",638.191,11.66666698,8.888889313,638.191,2.1370565402118022,"['Arctic Securities', 'Nordea Bank Abp', 'Pareto Securities', 'SEB']",20.4282,19.8,-0.09090909090909094,0.13490000000000002,False
AGK LN,2012-04-17,2012-04-17,2012-04-17,2012-04-17,AGK LN,Aggreko PLC,108.645,0.0,2164.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.003696918,3.558225393,9529.839,25.920503926887136,['UBS'],2204.795,2239.0,-0.03349709691826708,0.018851663585951917,True
IBE SM,2012-04-17,2012-04-18,2012-04-17,2012-04-18,IBE SM,Iberdrola SA,1047.66,220.518,3.62,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.1381247193,-3.784527302,30579.1133,216.8823764077824,"['Societe Generale', 'UBS']",3.6247,3.901,-0.07203281209946155,0.001298342541436348,True
FHZN SW,2012-04-13,2012-04-13,2012-04-13,2012-04-13,FHZN SW,Flughafen Zurich AG,138.265,0.3863,329.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,1.367781162,0.0,2232.8423,4.036949953098324,['Credit Suisse'],331.4711,334.25,-0.015706806282722474,0.0075109422492400935,False
MRO LN,2012-04-12,2012-04-12,2012-04-12,2012-04-12,MRO LN,Melrose Industries PLC,108.321,16.9697,400.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",2695.05,4.75,4.125,2695.05,6.648321806422556,['Investec'],409.9378,418.8,-0.04489016236867238,0.024844499999999936,False
KENZ LN,2012-04-04,2012-04-04,2012-04-04,2012-04-04,KENZ LN,Kentz Corp Ltd,102.42,15.0,430.0,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,3.255813837,3.255813837,808.9944,1.9437279719521798,"['Investec', 'UBS']",431.0104,437.8,-0.01781635449977159,0.0023497674418604397,True
OXUR BB,2012-03-29,2012-03-29,2012-03-29,2012-03-29,OXUR BB,Oxurion NV,103.368,3.2447,24.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",1137.04,2.791666746,3.875,1137.04,3.1841269241638197,"['Bank of America Merrill Lynch', 'KBC Group', 'Banque Degroof Petercam SA']",24.9618,24.6,-0.024390243902439046,0.04007500000000008,True
UCB BB,2012-03-29,2012-03-29,2012-03-29,2012-03-29,UCB BB,UCB SA,296.381,7.0658,31.6,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,0.6803785563,2.373416424,8000.5195,12.001833515654099,[None],32.9867,32.87,-0.03863705506540904,0.04388291139240508,False
OPHR LN,2012-03-28,2012-03-28,2012-03-28,2012-03-28,OPHR LN,Ophir Energy Ltd,239.537,30.5,495.0,"ADDL,Primary Share Offering,Accelerated Bookbuild",0.0,-0.8484848738,0.6060606241,2867.9653,10.7103113793302,"['JP Morgan', 'Stifel', 'RBC Capital Markets']",502.9795,494.0,0.002024291497975783,0.016120202020202035,True
LHN SW,2012-03-27,2012-03-27,2012-03-27,2012-03-27,LHN SW,LafargeHolcim Ltd,327.783,5.0,59.25,"ADDL,Secondary Share Offering,Accelerated Bookbuild",0.0,-0.4219409227,-1.350211024,21460.7471,64.08826668686035,"['JP Morgan', 'UBS']",59.4786,59.3,-0.000843170320404707,0.0038582278481011922,True
