,Code,Measure,PerType,PerDate,Value_,RptDate
1111720,77613,8,A,2017-12-31,-28.52,2018-04-02
1111721,77613,8,Q,2016-12-31,,2018-01-29
1111722,77613,8,Q,2017-03-31,,2018-01-29
1111723,77613,8,Q,2017-06-30,,2018-01-29
1111724,77613,8,Q,2017-09-30,,2018-01-29
1111725,77613,8,Q,2017-12-31,-9.62,2018-04-02
1111726,77613,8,Q,2018-03-31,-0.97,2018-05-15
1111727,77614,8,A,2016-12-31,-9999.0,2018-01-29
1111728,77614,8,A,2017-12-31,-1.94,2018-03-14
1111729,77614,8,Q,2016-12-31,-9999.0,2018-01-29
1111730,77614,8,Q,2017-03-31,-9999.0,2018-01-29
1111731,77614,8,Q,2017-06-30,-9999.0,2018-01-29
1111732,77614,8,Q,2017-09-30,-9999.0,2018-01-29
1111733,77614,8,Q,2017-12-31,-0.37,2018-03-14
1111734,77614,8,Q,2018-03-31,-0.3,2018-05-03
1111735,77614,8,Q,2018-06-30,-0.15,2018-08-02
1111736,77614,8,Q,2018-09-30,0.12,2018-11-08
1111737,77615,8,A,2016-12-31,-9999.0,2018-01-29
1111738,77615,8,A,2017-12-31,-8.42,2018-03-29
1111739,77615,8,Q,2016-12-31,-9999.0,2018-01-29
1111740,77615,8,Q,2017-03-31,-9999.0,2018-01-29
1111741,77615,8,Q,2017-06-30,-9999.0,2018-01-29
1111742,77615,8,Q,2017-09-30,-9999.0,2018-01-29
1111743,77615,8,Q,2017-12-31,-5.11,2018-03-29
1111744,77615,8,Q,2018-03-31,-0.46,2018-05-10
1111745,77615,8,Q,2018-06-30,-0.48,2018-08-09
1111746,77615,8,Q,2018-09-30,-0.3,2018-11-13
1111747,77616,8,A,2016-12-31,-9999.0,2018-01-25
1111748,77616,8,A,2017-12-31,-2.19,2018-04-02
1111749,77616,8,Q,2016-12-31,-9999.0,2018-01-25
1111750,77616,8,Q,2017-03-31,-9999.0,2018-01-25
1111751,77616,8,Q,2017-06-30,-9999.0,2018-01-25
1111752,77616,8,Q,2017-09-30,-9999.0,2018-01-25
1111753,77616,8,Q,2017-12-31,-0.84,2018-04-02
1111754,77616,8,Q,2018-03-31,-0.45,2018-05-09
1111755,77616,8,Q,2018-06-30,-0.33,2018-08-14
1111756,77616,8,Q,2018-09-30,-0.43,2018-11-13
1111757,77617,8,A,2016-12-31,-9999.0,2018-02-02
1111758,77617,8,A,2017-12-31,-5.02,2018-03-26
1111759,77617,8,Q,2016-12-31,-9999.0,2018-02-02
1111760,77617,8,Q,2017-03-31,-9999.0,2018-02-02
1111761,77617,8,Q,2017-06-30,-9999.0,2018-02-02
1111762,77617,8,Q,2017-09-30,-9999.0,2018-02-02
1111763,77617,8,Q,2017-12-31,-0.87,2018-03-26
1111764,77617,8,Q,2018-03-31,-0.39,2018-05-15
1111765,77617,8,Q,2018-06-30,-0.36,2018-08-08
1111766,77617,8,Q,2018-09-30,-0.4,2018-11-13
1111767,77618,8,A,2016-12-31,-9999.0,2018-02-02
1111768,77618,8,A,2017-12-31,0.19,2018-03-08
1111769,77618,8,Q,2016-12-31,-9999.0,2018-02-02
1111770,77618,8,Q,2017-03-31,-9999.0,2018-02-02
1111771,77618,8,Q,2017-06-30,-9999.0,2018-02-02
1111772,77618,8,Q,2017-09-30,-9999.0,2018-02-02
1111773,77618,8,Q,2017-12-31,0.19,2018-03-08
1111774,77618,8,Q,2018-03-31,0.33,2018-05-03
1111775,77618,8,Q,2018-06-30,0.38,2018-08-02
1111776,77618,8,Q,2018-09-30,0.35,2018-11-01
1111777,77619,8,A,2016-12-31,-9999.0,2018-02-02
1111778,77619,8,A,2017-12-31,0.44,2018-03-15
1111779,77619,8,Q,2016-12-31,-9999.0,2018-02-02
1111780,77619,8,Q,2017-03-31,-9999.0,2018-02-02
1111781,77619,8,Q,2017-06-30,-9999.0,2018-02-02
1111782,77619,8,Q,2017-09-30,-9999.0,2018-02-02
1111783,77619,8,Q,2017-12-31,0.13,2018-03-15
1111784,77619,8,Q,2018-03-31,0.07,2018-05-08
1111785,77619,8,Q,2018-06-30,0.28,2018-08-03
1111786,77619,8,Q,2018-09-30,0.41,2018-11-05
1111787,77620,8,A,2016-12-31,-9999.0,2018-02-02
1111788,77620,8,A,2017-12-31,-9999.0,2018-02-22
1111789,77620,8,Q,2016-12-31,-9999.0,2018-02-02
1111790,77620,8,Q,2017-03-31,-9999.0,2018-02-02
1111791,77620,8,Q,2017-06-30,-9999.0,2018-02-05
1111792,77620,8,Q,2017-09-30,-9999.0,2018-02-05
1111793,77620,8,Q,2017-12-31,-9999.0,2018-02-22
1111794,77620,8,Q,2018-03-31,0.84,2018-04-30
1111795,77620,8,Q,2018-06-30,0.95,2018-07-31
1111796,77620,8,Q,2018-09-30,0.45,2018-10-29
1111797,77621,8,A,2016-12-31,-9999.0,2018-01-31
1111798,77621,8,A,2017-12-31,-3.98,2018-04-23
1111799,77621,8,Q,2016-12-31,-9999.0,2018-01-31
1111800,77621,8,Q,2017-03-31,-9999.0,2018-01-31
1111801,77621,8,Q,2017-06-30,-9999.0,2018-01-31
1111802,77621,8,Q,2017-09-30,-0.97,2018-03-13
1111803,77621,8,Q,2017-12-31,-9999.0,2018-04-23
1111804,77621,8,Q,2018-03-31,-9999.0,2018-05-15
1111805,77621,8,Q,2018-06-30,-0.59,2018-08-08
1111806,77621,8,Q,2018-09-30,-1.03,2018-11-06
1111807,77622,8,A,2016-12-31,,2017-02-22
1111808,77622,8,A,2017-12-31,-1.56,2018-03-16
1111809,77622,8,Q,2016-12-31,,2017-02-22
1111810,77622,8,Q,2017-03-31,,2017-05-22
1111811,77622,8,Q,2017-06-30,,2017-08-11
1111812,77622,8,Q,2017-09-30,-0.19,2017-11-14
1111813,77622,8,Q,2017-12-31,-0.78,2018-03-16
1111814,77622,8,Q,2018-03-31,-0.52,2018-05-10
1111815,77622,8,Q,2018-06-30,-0.09,2018-08-09
1111816,77623,8,A,2016-12-31,-9999.0,2018-02-09
1111817,77623,8,A,2017-12-31,-0.31,2018-03-29
1111818,77623,8,Q,2016-12-31,-9999.0,2018-02-09
1111819,77623,8,Q,2017-03-31,-9999.0,2018-02-09
1111820,77623,8,Q,2017-06-30,-9999.0,2018-02-09
1111821,77623,8,Q,2017-09-30,-9999.0,2018-02-09
1111822,77623,8,Q,2017-12-31,-0.28,2018-03-29
1111823,77623,8,Q,2018-03-31,-0.3,2018-05-10
1111824,77623,8,Q,2018-06-30,-0.69,2018-08-02
1111825,77623,8,Q,2018-09-30,-0.48,2018-11-05
1111826,77624,8,A,2016-12-31,-9999.0,2018-02-09
1111827,77624,8,A,2017-12-31,0.89,2018-03-08
1111828,77624,8,Q,2016-12-31,-9999.0,2018-02-09
1111829,77624,8,Q,2017-03-31,-9999.0,2018-02-09
1111830,77624,8,Q,2017-06-30,-9999.0,2018-02-09
1111831,77624,8,Q,2017-09-30,-9999.0,2018-02-09
1111832,77624,8,Q,2017-12-31,0.3,2018-03-08
1111833,77624,8,Q,2018-03-31,0.34,2018-05-09
1111834,77624,8,Q,2018-06-30,0.46,2018-08-01
1111835,77624,8,Q,2018-09-30,0.52,2018-10-31
1111836,77625,8,A,2016-12-31,-9999.0,2018-02-08
1111837,77625,8,A,2017-12-31,1.37,2018-03-26
1111838,77625,8,Q,2016-12-31,-9999.0,2018-02-08
1111839,77625,8,Q,2017-03-31,-9999.0,2018-02-08
1111840,77625,8,Q,2017-06-30,-9999.0,2018-02-08
1111841,77625,8,Q,2017-09-30,-9999.0,2018-02-08
1111842,77625,8,Q,2017-12-31,0.39,2018-03-26
1111843,77625,8,Q,2018-03-31,0.4,2018-05-08
1111844,77625,8,Q,2018-06-30,0.41,2018-08-07
1111845,77625,8,Q,2018-09-30,0.45,2018-11-06
1111846,77626,8,A,2016-12-31,-9999.0,2018-02-09
1111847,77626,8,A,2017-12-31,3.44,2018-03-27
1111848,77626,8,Q,2016-12-31,-9999.0,2018-02-09
1111849,77626,8,Q,2017-03-31,-9999.0,2018-02-09
1111850,77626,8,Q,2017-06-30,-9999.0,2018-02-09
1111851,77626,8,Q,2017-09-30,-9999.0,2018-02-09
1111852,77626,8,Q,2017-12-31,1.48,2018-03-27
1111853,77626,8,Q,2018-03-31,1.56,2018-05-21
1111854,77626,8,Q,2018-06-30,1.61,2018-08-20
1111855,77626,8,Q,2018-09-30,-9999.0,2018-11-26
1111856,77627,8,A,2016-12-31,-9999.0,2018-02-08
1111857,77627,8,A,2017-12-31,-1.51,2018-03-19
1111858,77627,8,Q,2016-12-31,-9999.0,2018-02-08
1111859,77627,8,Q,2017-03-31,-9999.0,2018-02-08
1111860,77627,8,Q,2017-06-30,-9999.0,2018-02-08
1111861,77627,8,Q,2017-09-30,-9999.0,2018-02-08
1111862,77627,8,Q,2017-12-31,-0.18,2018-03-19
1111863,77627,8,Q,2018-03-31,-0.35,2018-05-10
1111864,77627,8,Q,2018-06-30,-0.21,2018-08-14
1111865,77627,8,Q,2018-09-30,-0.15,2018-11-13
1111866,77628,8,A,2016-12-31,-9999.0,2018-02-08
1111867,77628,8,A,2017-12-31,-0.04,2018-03-28
1111868,77628,8,Q,2016-12-31,-9999.0,2018-02-08
1111869,77628,8,Q,2017-03-31,-9999.0,2018-02-08
1111870,77628,8,Q,2017-06-30,-9999.0,2018-02-08
1111871,77628,8,Q,2017-09-30,-9999.0,2018-02-08
1111872,77628,8,Q,2017-12-31,-9999.0,2018-03-28
1111873,77628,8,Q,2018-03-31,-0.13,2018-05-09
1111874,77628,8,Q,2018-06-30,0.17,2018-08-08
1111875,77628,8,Q,2018-09-30,0.0,2018-11-06
1111876,77629,8,A,2016-12-31,-9999.0,2017-03-17
1111877,77629,8,A,2017-12-31,-9999.0,2018-03-28
1111878,77629,8,Q,2016-12-31,-9999.0,2017-03-17
1111879,77629,8,Q,2017-03-31,-9999.0,2017-05-10
1111880,77629,8,Q,2017-06-30,-9999.0,2017-08-09
1111881,77629,8,Q,2017-09-30,-9999.0,2017-11-14
1111882,77629,8,Q,2017-12-31,-9999.0,2018-03-28
1111883,77629,8,Q,2018-03-31,-1.52,2018-05-10
1111884,77629,8,Q,2018-06-30,-1.36,2018-08-14
1111885,77629,8,Q,2018-09-30,-9999.0,2018-11-13
1111886,77633,8,A,2017-03-31,-9999.0,2017-12-26
1111887,77633,8,A,2018-03-31,-0.48,2018-06-29
1111888,77633,8,Q,2017-03-31,-9999.0,2017-12-26
1111889,77633,8,Q,2017-06-30,-9999.0,2017-12-26
1111890,77633,8,Q,2017-09-30,-9999.0,2017-12-26
1111891,77633,8,Q,2017-12-31,-9999.0,2018-02-14
1111892,77633,8,Q,2018-03-31,-0.2,2018-06-29
1111893,77633,8,Q,2018-06-30,-0.21,2018-08-14
1111894,77633,8,Q,2018-09-30,-0.2,2018-11-14
1111895,77634,8,A,2016-12-31,-9999.0,2018-02-14
1111896,77634,8,A,2017-12-31,-1.28,2018-03-28
1111897,77634,8,Q,2016-12-31,-9999.0,2018-02-14
1111898,77634,8,Q,2017-03-31,-9999.0,2018-02-14
1111899,77634,8,Q,2017-06-30,-9999.0,2018-02-14
1111900,77634,8,Q,2017-09-30,-9999.0,2018-02-14
1111901,77634,8,Q,2017-12-31,-9999.0,2018-03-28
1111902,77634,8,Q,2018-03-31,-0.57,2018-05-14
1111903,77634,8,Q,2018-06-30,-0.27,2018-08-13
1111904,77634,8,Q,2018-09-30,-0.33,2018-11-14
1111905,77635,8,A,2016-12-31,-9999.0,2017-03-29
1111906,77635,8,A,2017-12-31,-9999.0,2018-03-29
1111907,77635,8,Q,2016-12-31,-9999.0,2017-03-29
1111908,77635,8,Q,2017-03-31,-9999.0,2017-05-10
1111909,77635,8,Q,2017-06-30,-9999.0,2017-08-11
1111910,77635,8,Q,2017-09-30,-9999.0,2017-11-13
1111911,77635,8,Q,2017-12-31,-9999.0,2018-03-29
1111912,77635,8,Q,2018-03-31,-0.03,2018-05-21
1111913,77635,8,Q,2018-06-30,0.22,2018-08-14
1111914,77635,8,Q,2018-09-30,0.15,2018-11-13
1111915,77636,8,A,2017-12-31,-9999.0,2018-03-08
1111916,77636,8,Q,2017-12-31,-9999.0,2018-03-08
1111917,77636,8,Q,2018-03-31,0.01,2018-05-17
1111918,77636,8,Q,2018-06-30,-0.12,2018-08-16
1111919,77636,8,Q,2018-09-30,-0.34,2018-11-15
1111920,77637,8,A,2016-12-31,-9999.0,2018-02-14
1111921,77637,8,A,2017-12-31,-0.474,2018-04-30
1111922,77637,8,Q,2016-12-31,-9999.0,2018-02-14
1111923,77637,8,Q,2017-03-31,-9999.0,2018-02-16
1111924,77637,8,Q,2017-06-30,-9999.0,2018-02-16
1111925,77637,8,Q,2017-09-30,-9999.0,2018-02-16
1111926,77637,8,Q,2017-12-31,-9999.0,2018-04-30
1111927,77637,8,Q,2018-03-31,-0.196,2018-05-30
1111928,77637,8,Q,2018-06-30,-0.238,2018-08-31
1111929,77637,8,Q,2018-09-30,-0.233,2018-11-16
1111930,77638,8,A,2017-12-31,-9999.0,2018-02-27
1111931,77638,8,Q,2017-12-31,-9999.0,2018-02-27
1111932,77638,8,Q,2018-03-31,0.19,2018-05-10
1111933,77638,8,Q,2018-06-30,0.28,2018-08-09
1111934,77638,8,Q,2018-09-30,0.31,2018-10-30
1111935,77639,8,A,2016-12-31,-3.63,2018-02-28
1111936,77639,8,A,2017-12-31,-8.14,2018-03-20
1111937,77639,8,Q,2016-09-30,-0.87,2018-02-28
1111938,77639,8,Q,2016-12-31,-0.57,2018-02-28
1111939,77639,8,Q,2017-03-31,-1.15,2018-02-28
1111940,77639,8,Q,2017-06-30,-1.24,2018-02-28
1111941,77639,8,Q,2017-09-30,-1.84,2018-02-28
1111942,77639,8,Q,2017-12-31,-3.87,2018-03-20
1111943,77639,8,Q,2018-03-31,-1.01,2018-05-02
1111944,77639,8,Q,2018-06-30,-2.2,2018-07-26
1111945,77639,8,Q,2018-09-30,0.23,2018-11-01
1111946,77640,8,A,2017-12-31,-9999.0,2018-03-20
1111947,77640,8,Q,2017-12-31,-9999.0,2018-03-20
1111948,77640,8,Q,2018-03-31,0.08,2018-05-10
1111949,77640,8,Q,2018-06-30,0.11,2018-08-09
1111950,77640,8,Q,2018-09-30,0.11,2018-11-08
1111951,77641,8,A,2017-12-31,-9999.0,2018-03-21
1111952,77641,8,Q,2017-12-31,-9999.0,2018-03-21
1111953,77641,8,Q,2018-03-31,2.435,2018-05-16
1111954,77641,8,Q,2018-06-30,1.868,2018-08-15
1111955,77641,8,Q,2018-09-30,2.44,2018-11-14
1111956,77642,8,A,2016-12-31,-9999.0,2017-12-06
1111957,77642,8,A,2017-12-31,-9999.0,2018-03-23
1111958,77642,8,Q,2016-12-31,-9999.0,2017-12-06
1111959,77642,8,Q,2017-03-31,-9999.0,2017-12-06
1111960,77642,8,Q,2017-06-30,-9999.0,2017-12-06
1111961,77642,8,Q,2017-09-30,-9999.0,2017-12-06
1111962,77642,8,Q,2017-12-31,-9999.0,2018-03-23
1111963,77642,8,Q,2018-03-31,0.44,2018-05-08
1111964,77642,8,Q,2018-06-30,0.31,2018-08-07
1111965,77642,8,Q,2018-09-30,0.3,2018-11-06
1111966,77643,8,A,2016-12-31,-9999.0,2017-03-29
1111967,77643,8,A,2017-12-31,-0.1,2018-04-02
1111968,77643,8,Q,2016-12-31,-9999.0,2017-03-29
1111969,77643,8,Q,2017-03-31,-9999.0,2017-04-11
1111970,77643,8,Q,2017-06-30,-9999.0,2017-08-14
1111971,77643,8,Q,2017-09-30,-9999.0,2017-11-14
1111972,77643,8,Q,2017-12-31,-0.19,2018-04-02
1111973,77643,8,Q,2018-03-31,0.04,2018-05-15
1111974,77643,8,Q,2018-06-30,-0.1,2018-08-14
1111975,77643,8,Q,2018-09-30,-0.23,2018-11-19
1111976,77644,8,A,2017-11-30,-9999.0,2018-02-28
1111977,77644,8,Q,2017-11-30,-9999.0,2018-02-28
1111978,77645,8,A,2017-12-31,-9999.0,2018-03-26
1111979,77645,8,Q,2017-12-31,-9999.0,2018-03-26
1111980,77645,8,Q,2018-03-31,-0.81,2018-05-10
1111981,77645,8,Q,2018-06-30,0.14,2018-08-09
1111982,77645,8,Q,2018-09-30,0.17,2018-11-08
1111983,77646,8,A,2017-03-31,,2017-06-29
1111984,77646,8,Q,2017-03-31,,2017-06-29
1111985,77646,8,Q,2017-06-30,,2017-08-14
1111986,77646,8,Q,2017-09-30,,2017-11-14
1111987,77646,8,Q,2017-12-31,,2018-02-14
1111988,77647,8,A,2017-12-31,-9999.0,2018-03-12
1111989,77647,8,Q,2017-12-31,-9999.0,2018-03-12
1111990,77647,8,Q,2018-03-31,-0.37,2018-05-14
1111991,77647,8,Q,2018-06-30,-0.19,2018-08-08
1111992,77647,8,Q,2018-09-30,-0.31,2018-11-09
1111993,77649,8,A,2017-12-31,-9999.0,2018-03-14
1111994,77649,8,Q,2017-12-31,-9999.0,2018-03-14
1111995,77649,8,Q,2018-03-31,0.23,2018-04-26
1111996,77649,8,Q,2018-06-30,0.22,2018-07-26
1111997,77649,8,Q,2018-09-30,0.21,2018-10-25
1111998,77650,8,A,2017-12-31,-9999.0,2018-03-16
1111999,77650,8,Q,2017-12-31,-9999.0,2018-03-16
1112000,77650,8,Q,2018-03-31,-1.37,2018-05-09
1112001,77650,8,Q,2018-06-30,-0.32,2018-08-06
1112002,77650,8,Q,2018-09-30,-0.25,2018-11-08
1112003,77651,8,A,2017-07-31,-9999.0,2018-03-16
1112004,77651,8,A,2018-07-31,-0.23,2018-09-05
1112005,77651,8,Q,2017-07-31,-9999.0,2018-03-16
1112006,77651,8,Q,2017-10-31,-9999.0,2018-03-16
1112007,77651,8,Q,2018-01-31,-9999.0,2018-03-16
1112008,77651,8,Q,2018-04-30,-0.02,2018-06-06
1112009,77651,8,Q,2018-07-31,-0.01,2018-09-05
1112010,77651,8,Q,2018-10-31,0.01,2018-12-04
1112011,77652,8,A,2017-12-31,-9999.0,2018-03-23
1112012,77652,8,Q,2017-12-31,-9999.0,2018-03-23
1112013,77652,8,Q,2018-03-31,0.34,2018-05-11
1112014,77652,8,Q,2018-06-30,0.37,2018-07-24
1112015,77652,8,Q,2018-09-30,0.37,2018-10-22
1112016,77653,8,A,2017-12-31,-9999.0,2018-03-15
1112017,77653,8,Q,2017-12-31,-9999.0,2018-03-15
1112018,77653,8,Q,2018-03-31,-0.02,2018-05-15
1112019,77653,8,Q,2018-06-30,-0.07,2018-08-09
1112020,77653,8,Q,2018-09-30,-0.5,2018-11-14
1112021,77654,8,A,2017-12-31,-9999.0,2018-03-01
1112022,77654,8,Q,2017-12-31,-9999.0,2018-03-01
1112023,77654,8,Q,2018-03-31,-9999.0,2018-05-03
1112024,77654,8,Q,2018-06-30,-0.45,2018-08-14
1112025,77654,8,Q,2018-09-30,-0.25,2018-11-14
1112026,77655,8,A,2017-12-31,,2018-03-16
1112027,77655,8,Q,2017-12-31,,2018-03-16
1112028,77655,8,Q,2018-03-31,-0.05,2018-05-15
1112029,77655,8,Q,2018-06-30,-0.09,2018-08-09
1112030,77657,8,A,2017-12-31,-9999.0,2018-03-21
1112031,77657,8,Q,2017-12-31,-9999.0,2018-03-21
1112032,77657,8,Q,2018-03-31,0.31,2018-05-10
1112033,77657,8,Q,2018-06-30,0.19,2018-08-09
1112034,77657,8,Q,2018-09-30,-0.41,2018-11-08
1112035,77658,8,A,2017-12-31,-9999.0,2018-02-23
1112036,77658,8,Q,2017-12-31,-9999.0,2018-02-23
1112037,77658,8,Q,2018-03-31,-2.21,2018-05-21
1112038,77658,8,Q,2018-06-30,-9999.0,2018-08-24
1112039,77658,8,Q,2018-09-30,-1.31,2018-11-23
1112040,77659,8,A,2017-12-31,-9999.0,2018-03-29
1112041,77659,8,Q,2017-12-31,-9999.0,2018-03-29
1112042,77659,8,Q,2018-03-31,-13.79,2018-04-26
1112043,77659,8,Q,2018-06-30,-3.01,2018-08-02
1112044,77659,8,Q,2018-09-30,-4.34,2018-10-30
1112045,77660,8,A,2017-12-31,-9999.0,2018-03-13
1112046,77660,8,Q,2017-12-31,-9999.0,2018-03-13
1112047,77660,8,Q,2018-03-31,-0.27,2018-05-15
1112048,77660,8,Q,2018-06-30,-0.22,2018-08-14
1112049,77660,8,Q,2018-09-30,0.28,2018-11-07
1112050,77661,8,A,2017-12-31,-9999.0,2018-03-28
1112051,77661,8,Q,2017-12-31,-9999.0,2018-03-28
1112052,77661,8,Q,2018-03-31,-0.94,2018-05-23
1112053,77661,8,Q,2018-06-30,-0.07,2018-08-27
1112054,77661,8,Q,2018-09-30,-0.72,2018-11-20
1112055,77662,8,A,2017-08-31,-9999.0,2018-03-28
1112056,77662,8,A,2018-08-31,-9999.0,2018-11-01
1112057,77662,8,Q,2017-08-31,-9999.0,2018-03-28
1112058,77662,8,Q,2017-11-30,-9999.0,2018-03-28
1112059,77662,8,Q,2018-02-28,-9999.0,2018-05-03
1112060,77662,8,Q,2018-05-31,-9999.0,2018-07-31
1112061,77662,8,Q,2018-08-31,-9999.0,2018-11-01
1112062,77663,8,A,2017-12-31,-9999.0,2018-03-29
1112063,77663,8,Q,2017-03-31,-9999.0,2018-03-29
1112064,77663,8,Q,2017-06-30,-9999.0,2018-03-29
1112065,77663,8,Q,2017-09-30,-9999.0,2018-03-29
1112066,77663,8,Q,2017-12-31,-9999.0,2018-03-29
1112067,77663,8,Q,2018-03-31,-4.21,2018-05-14
1112068,77663,8,Q,2018-06-30,-0.35,2018-08-13
1112069,77663,8,Q,2018-09-30,-0.4,2018-11-13
1112070,77664,8,A,2017-12-31,-9999.0,2018-03-27
1112071,77664,8,Q,2017-12-31,-9999.0,2018-03-27
1112072,77664,8,Q,2018-03-31,0.91,2018-05-15
1112073,77664,8,Q,2018-06-30,1.09,2018-08-23
1112074,77664,8,Q,2018-09-30,1.23,2018-11-19
1112075,77665,8,A,2017-12-31,-9999.0,2018-03-29
1112076,77665,8,Q,2017-03-31,-9999.0,2018-03-29
1112077,77665,8,Q,2017-06-30,-9999.0,2018-03-29
1112078,77665,8,Q,2017-09-30,-9999.0,2018-03-29
1112079,77665,8,Q,2017-12-31,-9999.0,2018-03-29
1112080,77665,8,Q,2018-03-31,-0.66,2018-05-14
1112081,77665,8,Q,2018-06-30,-0.31,2018-08-13
1112082,77665,8,Q,2018-09-30,-0.34,2018-11-12
1112083,77666,8,A,2017-12-31,-9999.0,2018-02-27
1112084,77666,8,Q,2017-12-31,-9999.0,2018-02-27
1112085,77666,8,Q,2018-03-31,-9999.0,2018-05-08
1112086,77666,8,Q,2018-06-30,0.44,2018-07-26
1112087,77666,8,Q,2018-09-30,0.46,2018-10-25
1112088,77667,8,A,2016-12-31,-9999.0,2017-12-08
1112089,77667,8,A,2017-12-31,-9999.0,2018-06-20
1112090,77667,8,Q,2016-12-31,-9999.0,2017-12-08
1112091,77667,8,Q,2017-03-31,-9999.0,2017-12-08
1112092,77667,8,Q,2017-06-30,-9999.0,2017-12-08
1112093,77667,8,Q,2017-09-30,-9999.0,2017-12-08
1112094,77667,8,Q,2017-12-31,-9999.0,2018-06-20
1112095,77667,8,Q,2018-03-31,-9999.0,2018-10-04
1112096,77667,8,Q,2018-06-30,-9999.0,2018-10-04
1112097,77668,8,A,2017-12-31,-9999.0,2018-04-12
1112098,77668,8,Q,2017-12-31,-9999.0,2018-04-12
1112099,77668,8,Q,2018-03-31,0.34,2018-06-05
1112100,77668,8,Q,2018-06-30,0.38,2018-07-25
1112101,77668,8,Q,2018-09-30,0.37,2018-10-30
1112102,77669,8,A,2018-01-31,-9999.0,2018-04-12
1112103,77669,8,Q,2018-01-31,-9999.0,2018-04-12
1112104,77669,8,Q,2018-04-30,-0.32,2018-05-31
1112105,77669,8,Q,2018-07-31,-0.13,2018-08-30
1112106,77669,8,Q,2018-10-31,-0.1,2018-11-29
1112107,77670,8,A,2017-09-30,,2018-02-20
1112108,77670,8,A,2017-12-31,-9999.0,2018-03-23
1112109,77670,8,Q,2017-09-30,-9999.0,2018-02-20
1112110,77670,8,Q,2017-12-31,-9999.0,2018-03-23
1112111,77670,8,Q,2018-03-31,0.1,2018-05-14
1112112,77670,8,Q,2018-06-30,0.11,2018-07-27
1112113,77670,8,Q,2018-09-30,0.12,2018-10-25
1112114,77671,8,A,2017-12-31,-9999.0,2018-04-20
1112115,77671,8,Q,2017-12-31,-9999.0,2018-04-20
1112116,77671,8,Q,2018-03-31,1.05,2018-05-29
1112117,77671,8,Q,2018-06-30,-0.73,2018-08-14
1112118,77671,8,Q,2018-09-30,-0.62,2018-11-13
1112119,77672,8,A,2018-01-31,-9999.0,2018-04-20
1112120,77672,8,Q,2018-01-31,-9999.0,2018-04-20
1112121,77672,8,Q,2018-04-30,-0.1,2018-06-12
1112122,77672,8,Q,2018-07-31,-0.06,2018-09-12
1112123,77673,8,A,2017-12-31,-9999.0,2018-04-20
1112124,77673,8,Q,2017-12-31,-9999.0,2018-04-20
1112125,77673,8,Q,2018-03-31,0.47,2018-05-15
1112126,77673,8,Q,2018-06-30,0.53,2018-07-30
1112127,77673,8,Q,2018-09-30,0.41,2018-10-30
1112128,77674,8,A,2017-12-31,-9999.0,2018-03-12
1112129,77674,8,Q,2017-12-31,-9999.0,2018-03-12
1112130,77674,8,Q,2018-03-31,-9999.0,2018-05-14
1112131,77674,8,Q,2018-06-30,0.17,2018-08-13
1112132,77674,8,Q,2018-09-30,1.19,2018-11-12
1112133,77675,8,A,2017-12-31,-9999.0,2018-05-04
1112134,77675,8,Q,2017-12-31,-9999.0,2018-05-04
1112135,77675,8,Q,2018-03-31,-9999.0,2018-06-18
1112136,77675,8,Q,2018-06-30,0.45,2018-07-23
1112137,77675,8,Q,2018-09-30,0.31,2018-10-24
1112138,77676,8,A,2017-12-31,-9999.0,2018-04-02
1112139,77676,8,Q,2017-12-31,-9999.0,2018-04-02
1112140,77676,8,Q,2018-03-31,-9999.0,2018-05-15
1112141,77676,8,Q,2018-06-30,-0.39,2018-08-14
1112142,77676,8,Q,2018-09-30,-0.15,2018-11-14
1112143,77677,8,A,2017-12-31,-9999.0,2018-04-02
1112144,77677,8,Q,2017-12-31,-9999.0,2018-04-02
1112145,77677,8,Q,2018-03-31,-9999.0,2018-05-15
1112146,77677,8,Q,2018-06-30,-0.45,2018-08-16
1112147,77677,8,Q,2018-09-30,-0.12,2018-11-13
1112148,77678,8,A,2017-12-31,-9999.0,2018-04-19
1112149,77678,8,Q,2017-12-31,-9999.0,2018-04-19
1112150,77678,8,Q,2018-03-31,-9999.0,2018-05-07
1112151,77678,8,Q,2018-06-30,0.83,2018-08-03
1112152,77678,8,Q,2018-09-30,0.67,2018-11-02
1112153,77679,8,A,2017-12-31,-9999.0,2018-04-26
1112154,77679,8,Q,2017-12-31,-9999.0,2018-04-26
1112155,77679,8,Q,2018-03-31,0.1,2018-05-23
1112156,77679,8,Q,2018-06-30,0.14,2018-08-08
1112157,77679,8,Q,2018-09-30,0.15,2018-11-05
1112158,77680,8,A,2017-12-31,-9999.0,2018-04-26
1112159,77680,8,Q,2017-12-31,-9999.0,2018-04-26
1112160,77680,8,Q,2018-03-31,0.05,2018-05-22
1112161,77680,8,Q,2018-06-30,-0.24,2018-08-08
1112162,77680,8,Q,2018-09-30,0.1,2018-10-29
1112163,77681,8,A,2017-12-31,-9999.0,2018-04-30
1112164,77681,8,Q,2017-12-31,-9999.0,2018-04-30
1112165,77681,8,Q,2018-03-31,0.08,2018-06-06
1112166,77681,8,Q,2018-06-30,0.06,2018-08-08
1112167,77681,8,Q,2018-09-30,0.05,2018-11-05
1112168,77682,8,A,2018-01-31,-9999.0,2018-04-27
1112169,77682,8,Q,2018-01-31,-9999.0,2018-04-27
1112170,77682,8,Q,2018-04-30,-0.12,2018-06-04
