,,,Announced Date,Pricing date,Listing date,Ticker,Issuer Name,Offer size,Offer shares,Offer price,Offer Type,Market Cap at Offer (M),Offer To 1st Open,Offer To 1st Close,Bookrunner,Security type,Market cap
OPB US,2014-03-13,2014-04-16,2014-03-13,2014-04-15,2014-04-16,OPB US,Opus Bank,163.329,5.1259,30.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",836.15,0.0,-2.233333349,"JP Morgan, Credit Suisse, Sandler O'Neill & Partners, Stifel",Common,836.15
PACB US,2010-08-16,2010-10-27,2010-08-16,2010-10-26,2010-10-27,PACB US,Pacific Biosciences of Califor,230.0,12.5,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed",831.82,3.125,2.75,"Morgan Stanley, JP Morgan",Common,831.82
FSCT US,2017-10-02,2017-10-27,2017-10-02,2017-10-26,2017-10-27,FSCT US,ForeScout Technologies Inc,133.584,5.28,22.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",831.728,19.31818199,15.909091,"Morgan Stanley, JP Morgan, Citi, Bank of America Merrill Lynch, UBS",Common,831.728
SITE US,2015-08-18,2016-05-12,2015-08-18,2016-05-11,2016-05-12,SITE US,SiteOne Landscape Supply Inc,241.5,10.0,21.0,"IPO,Secondary Share Offering,PE Backed",830.386,22.09523773,27.0,"William Blair & Co LLC, Robert W Baird & Co, RBC Capital Markets, Barclays, UBS, Goldman Sachs, Deutsche Bank",Common,830.386
CVT US,2013-07-08,2013-08-09,2013-07-08,2013-08-08,2013-08-09,CVT US,Cvent Inc,135.24,5.6,21.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",829.651,80.95237732,56.76190567,"Morgan Stanley, Goldman Sachs",Common,829.651
KRNY US,2014-09-05,2015-05-19,2014-09-05,2015-05-14,2015-05-19,KRNY US,Kearny Financial Corp/MD,717.5,71.75,10.0,"IPO,Primary Share Offering,Best Efforts,Bank Conv.",0.0,6.997971535,5.694001675,Sandler O'Neill & Partners,Common,828.4801597595222
ACIA US,2015-12-21,2016-05-13,2015-12-21,2016-05-12,2016-05-13,ACIA US,Acacia Communications Inc,119.025,4.5,23.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,Emerging Growth Company",821.712,26.08695602,34.56521606,"Goldman Sachs, Bank of America Merrill Lynch, Deutsche Bank",Common,821.712
HELIQ US,2013-09-19,2014-01-17,2013-09-19,2014-01-16,2014-01-17,HELIQ US,CHC Group Ltd,356.5,31.0,10.0,"IPO,Primary Share Offering,PE Backed",805.81,-7.0,-2.0,"UBS, JP Morgan, Barclays",Common,805.81
DTIL US,2019-03-01,2019-03-28,2019-03-01,2019-03-27,2019-03-28,DTIL US,Precision BioSciences Inc,145.36,7.9,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",803.445,12.5,9.0,"JP Morgan, Goldman Sachs, Jefferies, Barclays",Common,803.445
REDU US,2017-09-22,2017-10-20,2017-09-22,2017-10-19,2017-10-20,REDU US,RISE Education Cayman Ltd,183.425,11.0,14.5,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",797.5,10.34482765,14.55172443,"Morgan Stanley, Credit Suisse, UBS",ADR,797.5
TCDA US,2018-06-04,2018-06-28,2018-06-04,2018-06-27,2018-06-28,TCDA US,Tricida Inc,255.645,11.7,19.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",796.944,31.57894707,36.84210587,"JP Morgan, Goldman Sachs, Cowen & Co",Common,796.944
ACTV US,2011-02-14,2011-05-25,2011-02-14,2011-05-24,2011-05-25,ACTV US,Lanyon Solutions Inc,189.75,11.0,15.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",794.74,0.0,6.0,"Bank of America Merrill Lynch, Citi",Common,794.74
SUPV US,2016-01-06,2016-05-19,2016-01-06,2016-05-18,2016-05-19,SUPV US,Grupo Supervielle SA,301.611,23.5942,11.0,"IPO,Primary Share Offering,Secondary Share Offering,Dual Listing",0.0,4.545454502,4.545454502,"Bank of America Merrill Lynch, Morgan Stanley",ADR,792.7009784698487
RLD US,2010-04-09,2010-07-16,2010-04-09,2010-07-15,2010-07-16,RLD US,RealD Inc,230.0,12.5,16.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",792.21,22.1875,21.9375,"JP Morgan, Piper Jaffray & Co",Common,792.21
EVAC US,2012-03-21,2012-05-11,2012-03-21,2012-05-10,2012-05-11,EVAC US,Edwards Group Ltd,100.0,12.5,8.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed",791.528,0.875,9.375,"Goldman Sachs, Barclays, Deutsche Bank",ADR,791.528
SSNI US,2011-07-07,2013-03-13,2011-07-07,2013-03-12,2013-03-13,SSNI US,Itron Networked Solutions Inc,92.8625,4.75,17.0,"IPO,Primary Share Offering,VC Backed",783.89,29.41176414,29.41176414,"Goldman Sachs, Credit Suisse",Common,783.89
PEGI US,2013-08-09,2013-09-27,2013-08-09,2013-09-26,2013-09-27,PEGI US,Pattern Energy Group Inc,404.8,16.0,22.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,Emerging Growth Company",781.62,9.545454979,5.772727489,"RBC Capital Markets, BMO Capital Markets, Morgan Stanley, Bank of America Merrill Lynch",Class A,781.62
HUBS US,2014-08-25,2014-10-09,2014-08-25,2014-10-08,2014-10-09,HUBS US,HubSpot Inc,143.75,5.0,25.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",777.795,31.79999924,20.39999962,"Morgan Stanley, JP Morgan, UBS",Common,777.795
LOCK US,2012-08-28,2012-10-03,2012-08-28,2012-10-02,2012-10-03,LOCK US,LifeLock Inc,141.3,15.7,9.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,Emerging Growth Company",776.78,-6.888888836,-7.111111164,"Goldman Sachs, Bank of America Merrill Lynch, Deutsche Bank",Common,776.78
NCSM US,2017-03-09,2017-04-28,2017-03-09,2017-04-27,2017-04-28,NCSM US,NCS Multistage Holdings Inc,185.725,9.5,17.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",770.528,17.64705849,17.70588303,"Citi, Wells Fargo, Credit Suisse, JP Morgan, Piper Jaffray & Co, Raymond James & Associates, RBC Capital Markets, Tudor Pickering Holt & Co LLC",Common,770.528
TERP US,2014-05-29,2014-07-18,2014-05-29,2014-07-17,2014-07-18,TERP US,TerraForm Power Inc,576.87,20.065,25.0,"IPO,Primary Share Offering,Emerging Growth Company",768.43,33.04000092,32.36000061,"Goldman Sachs, Barclays, Citi, JP Morgan, Macquarie",Class A,768.43
OBNK US,2018-04-10,2018-05-09,2018-04-10,2018-05-08,2018-05-09,OBNK US,Origin Bancorp Inc,142.174,3.6362,34.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit,Emerging Growth Company",767.411,6.617647171,10.29411793,"Stephens Inc, Raymond James & Associates",Common,767.411
QLIK US,2010-04-01,2010-07-16,2010-04-01,2010-07-15,2010-07-16,QLIK US,Qlik Technologies Inc,128.8,11.2,10.0,"IPO,Primary Share Offering,PE Backed",766.376,20.0,28.0,"Morgan Stanley, Citi, JP Morgan",Common,766.376
JONEQ US,2013-05-28,2013-07-24,2013-05-28,2013-07-23,2013-07-24,JONEQ US,Jones Energy Inc,187.5,12.5,15.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",0.0,-6.400000095,-7.800000191,"JP Morgan, Barclays, Wells Fargo",Class A,762.5450134277345
PAYC US,2014-03-10,2014-04-15,2014-03-10,2014-04-14,2014-04-15,PAYC US,Paycom Software Inc,114.626,6.645,15.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",762.16,19.33333397,2.333333254,"Barclays, JP Morgan",Common,762.16
RRR US,2015-10-13,2016-04-27,2015-10-13,2016-04-26,2016-04-27,RRR US,Red Rock Resorts Inc,579.289,27.25,19.5,"IPO,Primary Share Offering,Secondary Share Offering",759.554,-5.128205299,-4.102564335,"Deutsche Bank, Macquarie, Citi, Wells Fargo, Goldman Sachs, Bank of America Merrill Lynch, JP Morgan",Class A,759.554
ELF US,2016-08-26,2016-09-22,2016-08-26,2016-09-21,2016-09-22,ELF US,elf Beauty Inc,162.916,8.3333,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",754.457,41.17647171,55.88235474,"Morgan Stanley, JP Morgan, Piper Jaffray & Co, Wells Fargo",Common,754.457
FCB US,2014-06-20,2014-08-01,2014-06-20,2014-07-31,2014-08-01,FCB US,FCB Financial Holdings Inc,181.28,7.52,22.0,"IPO,Primary Share Offering,Secondary Share Offering,Emerging Growth Company",752.94,-6.818181992,-4.818181992,"JP Morgan, Deutsche Bank, Bank of America Merrill Lynch, UBS",Class A,752.94
GMED US,2012-03-29,2012-08-03,2012-03-29,2012-08-02,2012-08-03,GMED US,Globus Medical Inc,115.0,8.3333,12.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",750.04,9.166666985,12.5,"Goldman Sachs, Bank of America Merrill Lynch, Piper Jaffray & Co",Class A,750.04
GMAB US,2019-05-28,2019-07-18,2019-05-28,2019-07-17,2019-07-18,GMAB US,Genmab A/S,581.756,28.5,17.75,"IPO,Primary Share Offering,Emerging Growth Company",749.133,2.761126757,3.380281687,"Jefferies, Morgan Stanley, Bank of America Merrill Lynch",ADR,749.133
ALLK US,2018-06-22,2018-07-19,2018-06-22,2018-07-18,2018-07-19,ALLK US,Allakos Inc,147.659,7.1333,18.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",747.706,51.11111069,73.6111145,"Goldman Sachs, Jefferies",Common,747.706
FRAN US,2011-04-19,2011-07-22,2011-04-19,2011-07-21,2011-07-22,FRAN US,Francesca's Holdings Corp,195.5,10.0,17.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",745.64,35.29411697,62.64706039,"Goldman Sachs, JP Morgan, Jefferies",Common,745.64
SFBS US,2014-04-16,2014-05-14,2014-04-16,2014-05-13,2014-05-14,SFBS US,ServisFirst Bancshares Inc,56.875,0.625,91.0,"IPO,Primary Share Offering",743.91,0.0,-6.593406677,Sandler O'Neill & Partners,Common,743.91
WMGI US,2010-06-08,2011-02-03,2010-06-08,2011-02-02,2011-02-03,WMGI US,Wright Medical Group NV,179.954,8.75,19.0,"IPO,Primary Share Offering,VC Backed,PE Backed",741.75,0.0,-5.0,"JP Morgan, Bank of America Merrill Lynch",Common,741.75
9895420D US,2011-08-25,2011-11-17,2011-08-25,2011-11-16,2011-11-17,9895420D US,Angie's List Inc,131.461,8.79341,13.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",739.88,38.46154022,25.07692337,Bank of America Merrill Lynch,Common,739.88
VMEMQ US,2013-08-26,2013-09-27,2013-08-26,2013-09-26,2013-09-27,VMEMQ US,Violin Memory Inc,162.0,18.0,9.0,"IPO,Primary Share Offering,Emerging Growth Company",736.42,-16.66666603,-22.0,"JP Morgan, Deutsche Bank, Bank of America Merrill Lynch, Barclays",Common,736.42
GNFT US,2019-02-27,2019-03-27,2019-02-27,2019-03-26,2019-03-27,GNFT US,Genfit,155.397,6.65,20.32,"IPO,Primary Share Offering,Emerging Growth Company",735.257,8.267718315,9.10433197,"SVB Leerink LLC, Barclays, Bryan Garnier & Company Ltd, Natixis",ADR,735.257
SEND US,2017-10-18,2017-11-15,2017-10-18,2017-11-14,2017-11-15,SEND US,SendGrid Inc,150.88,8.2,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",0.0,15.9375,12.5,"Morgan Stanley, JP Morgan",Common,734.2498979999999
WDAY US,2012-08-30,2012-10-12,2012-08-30,2012-10-11,2012-10-12,WDAY US,Workday Inc,732.55,22.75,28.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",732.55,71.60713959,73.89286041,"Morgan Stanley, Goldman Sachs, Allen & Co, JP Morgan",Class A,732.55
FIT US,2015-05-07,2015-06-18,2015-05-07,2015-06-17,2015-06-18,FIT US,Fitbit Inc,841.225,36.575,20.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",731.5,52.0,48.40000153,"Morgan Stanley, Deutsche Bank, Bank of America Merrill Lynch, Barclays, SunTrust Robinson Humphrey",Class A,731.5
SNECQ US,2011-09-01,2011-12-14,2011-09-01,2011-12-13,2011-12-14,SNECQ US,Sanchez Energy Corp,220.0,10.0,22.0,"IPO,Primary Share Offering",726.0,-9.090909004,-17.04545403,"Johnson Rice & Co LLC, Macquarie",Common,726.0
VNCE US,2013-09-24,2013-11-22,2013-09-24,2013-11-22,2013-11-22,VNCE US,Vince Holding Corp,230.0,10.0,20.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",725.27,47.5,43.29999924,"Goldman Sachs, Robert W Baird & Co, JP Morgan, Bank of America Merrill Lynch, Barclays, Wells Fargo",Common,725.27
CMRE US,2010-10-20,2010-11-04,2010-10-20,2010-11-03,2010-11-04,CMRE US,Costamare Inc,159.6,13.3,12.0,"IPO,Primary Share Offering",723.6,0.0,-1.25,"Bank of America Merrill Lynch, Morgan Stanley",Common,723.6
BLOX US,2012-01-06,2012-04-20,2012-01-06,2012-04-19,2012-04-20,BLOX US,Infoblox Inc,138.0,7.5,16.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",722.02,40.625,33.125,"Morgan Stanley, Goldman Sachs, UBS",Common,722.02
ZIP US,2010-06-01,2011-04-14,2010-06-01,2011-04-13,2011-04-14,ZIP US,Zipcar Inc,200.461,9.68411,18.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",721.25,66.66666412,55.55555725,"Goldman Sachs, JP Morgan",Common,721.25
LEVI US,2019-02-13,2019-03-21,2019-02-13,2019-03-20,2019-03-21,LEVI US,Levi Strauss & Co,716.834,36.6667,17.0,"IPO,Primary Share Offering,Secondary Share Offering",716.834,30.70588303,31.8235302,"Evercore Partners Inc, Morgan Stanley, Bank of America Merrill Lynch, JP Morgan, Goldman Sachs",Class A,716.834
HQY US,2014-06-10,2014-07-31,2014-06-10,2014-07-31,2014-07-31,HQY US,HealthEquity Inc,146.51,9.1,14.0,"IPO,Primary Share Offering,Emerging Growth Company",713.46,42.8571434,25.7142849,"JP Morgan, Wells Fargo",Common,713.46
UBX US,2018-04-05,2018-05-03,2018-04-05,2018-05-02,2018-05-03,UBX US,UNITY Biotechnology Inc,85.0,5.0,17.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",712.36,11.76470566,-2.058823586,"Goldman Sachs, Morgan Stanley, Citi",Common,712.36
APLS US,2017-10-13,2017-11-09,2017-10-13,2017-11-08,2017-11-09,APLS US,Apellis Pharmaceuticals Inc,172.495,10.714,14.0,"IPO,Primary Share Offering,Emerging Growth Company",712.096,3.571428537,0.2142857164,"JP Morgan, Citi, Evercore Partners Inc",Common,712.096
JIVE US,2011-08-24,2011-12-13,2011-08-24,2011-12-12,2011-12-13,JIVE US,Jive Software Inc,161.275,13.4396,12.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit",708.8,26.0,25.41666603,"Morgan Stanley, Goldman Sachs",Common,708.8
GSBD US,2013-03-29,2015-03-18,2013-03-29,2015-03-17,2015-03-18,GSBD US,Goldman Sachs BDC Inc,138.0,6.0,20.0,"IPO,Primary Share Offering,Emerging Growth Company",707.622,-2.5,0.25,"Bank of America Merrill Lynch, Morgan Stanley, Goldman Sachs, Citi, Credit Suisse, Wells Fargo",Common,707.622
EVH US,2015-05-05,2015-06-05,2015-05-05,2015-06-04,2015-06-05,EVH US,Evolent Health Inc,224.825,11.5,17.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",704.679,5.882352829,10.94117641,"Goldman Sachs, JP Morgan",Class A,704.679
APPN US,2017-04-27,2017-05-25,2017-04-27,2017-05-24,2017-05-25,APPN US,Appian Corp,86.25,6.25,12.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",704.255,25.0,25.08333397,"Goldman Sachs, Morgan Stanley, Barclays",Class A,704.255
TDOC US,2015-04-28,2015-07-01,2015-04-28,2015-06-30,2015-07-01,TDOC US,Teladoc Health Inc,180.262,8.25,19.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",703.88,57.36841965,50.0,"JP Morgan, Deutsche Bank",Common,703.88
CRWD US,2019-05-14,2019-06-12,2019-05-14,2019-06-11,2019-06-12,CRWD US,Crowdstrike Holdings Inc,703.8,18.0,34.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",703.8,86.76470947,70.58823395,"SunTrust Robinson Humphrey, Piper Jaffray & Co, Macquarie, HSBC, Stifel, RBC Capital Markets, Jefferies, Credit Suisse, Bank of America Merrill Lynch, Barclays, JP Morgan, Goldman Sachs",Class A,703.8
TTD US,2016-08-22,2016-09-21,2016-08-22,2016-09-20,2016-09-21,TTD US,Trade Desk Inc/The,96.6006,4.6667,18.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,Emerging Growth Company",0.0,59.72222137,67.22222137,"Citi, Jefferies, RBC Capital Markets",Class A,688.1139678955078
ISEE US,2013-08-15,2013-09-25,2013-08-15,2013-09-24,2013-09-25,ISEE US,IVERIC bio Inc,192.28,7.6,22.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",687.52,4.818181992,19.54545403,"JP Morgan, Morgan Stanley",Common,687.52
MOBL US,2014-04-07,2014-06-12,2014-04-07,2014-06-11,2014-06-12,MOBL US,MobileIron Inc,115.0,11.1111,9.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",686.84,11.11111069,22.44444466,"Morgan Stanley, Goldman Sachs, Deutsche Bank, Barclays",Common,686.84
RP US,2010-04-29,2010-08-12,2010-04-29,2010-08-11,2010-08-12,RP US,RealPage Inc,155.595,12.3,11.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",685.36,18.18181801,32.0,"Credit Suisse, Deutsche Bank",Common,685.36
SEDG US,2015-02-18,2015-03-26,2015-02-18,2015-03-26,2015-03-26,SEDG US,SolarEdge Technologies Inc,144.9,7.0,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",685.17,11.11111069,15.0,"Goldman Sachs, Deutsche Bank",Common,685.17
1624250D US,2011-08-26,2012-02-24,2011-08-26,2012-02-23,2012-02-24,1624250D US,Bazaarvoice Inc,130.883,9.4843,12.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed",682.27,33.33333206,37.58333206,"Morgan Stanley, Deutsche Bank, Credit Suisse",Common,682.27
BOJA US,2015-04-06,2015-05-08,2015-04-06,2015-05-07,2015-05-08,BOJA US,Bojangles' Inc,169.337,7.75,19.0,"IPO,Secondary Share Offering,PE Backed,PE Exit,Emerging Growth Company",682.172,39.73684311,25.0,"William Blair & Co LLC, RBC Capital Markets, KeyBanc Capital Markets, Piper Jaffray & Co, Goldman Sachs, Barclays, Jefferies, Wells Fargo, Bank of America Merrill Lynch",Common,682.172
AUTL US,2018-05-07,2018-06-22,2018-05-07,2018-06-21,2018-06-22,AUTL US,Autolus Therapeutics PLC,172.499,8.8235,17.0,"IPO,Primary Share Offering,Emerging Growth Company",681.865,64.70587921,47.05882263,"Goldman Sachs, Jefferies",ADR,681.865
MCRB US,2015-05-27,2015-06-26,2015-05-27,2015-06-25,2015-06-26,MCRB US,Seres Therapeutics Inc,153.814,7.4306,18.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",681.014,58.33333206,185.5555573,"Goldman Sachs, Bank of America Merrill Lynch",Common,681.014
HDP US,2014-11-10,2014-12-12,2014-11-10,2014-12-11,2014-12-12,HDP US,Hortonworks Inc,115.0,6.25,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",680.88,50.0,64.875,"Goldman Sachs, Credit Suisse, RBC Capital Markets",Common,680.88
MTDR US,2011-08-12,2012-02-02,2011-08-12,2012-02-01,2012-02-02,MTDR US,Matador Resources Co,178.596,13.3333,12.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",675.24,-2.083333254,-2.083333254,"RBC Capital Markets, Citi",Common,675.24
HHR US,2018-04-02,2019-05-09,2018-04-02,2019-05-08,2019-05-09,HHR US,HeadHunter Group PLC,253.125,16.3043,13.5,"IPO,Secondary Share Offering,Emerging Growth Company",675.0,8.592592239,16.66666603,"Bank of America Merrill Lynch, Credit Suisse, Goldman Sachs, Sberbank CIB CJSC, VTB Capital, Morgan Stanley",ADR,675.0
VRA US,2010-07-01,2010-10-21,2010-07-01,2010-10-20,2010-10-21,VRA US,Vera Bradley Inc,202.4,11.0,16.0,"IPO,Primary Share Offering,Secondary Share Offering",674.51,43.75,55.3125,"Robert W Baird & Co, Piper Jaffray & Co",Common,674.51
SREV US,2010-12-20,2011-03-25,2010-12-20,2011-03-24,2011-03-25,SREV US,ServiceSource International In,137.311,11.9401,10.0,"IPO,Primary Share Offering,Secondary Share Offering,PE Backed,PE Exit",672.97,36.5,21.79999924,"Morgan Stanley, Deutsche Bank",Common,672.97
9876450D US,2011-06-07,2011-12-15,2011-06-07,2011-12-15,2011-12-15,9876450D US,Bonanza Creek Energy Inc,170.0,10.0,17.0,"IPO,Primary Share Offering",672.52,-8.823529243,-19.94117737,"Morgan Stanley, Credit Suisse",Common,672.52
DPLO US,2014-07-03,2014-10-10,2014-07-03,2014-10-09,2014-10-10,DPLO US,Diplomat Pharmacy Inc,199.333,13.3333,13.0,"IPO,Primary Share Offering,Secondary Share Offering",668.833,23.07692337,23.23077011,"Morgan Stanley, Credit Suisse, JP Morgan, Wells Fargo",Common,668.833
FVRR US,2019-05-16,2019-06-13,2019-05-16,2019-06-12,2019-06-13,FVRR US,Fiverr International Ltd,127.107,5.2632,21.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",667.479,23.80952454,90.0,"JP Morgan, Citi, Bank of America Merrill Lynch",Common,667.479
TEA US,2011-04-28,2011-07-28,2011-04-28,2011-07-27,2011-07-28,TEA US,Teavana Holdings Inc,139.643,7.14286,17.0,"IPO,Primary Share Offering,Secondary Share Offering",664.9,70.29412079,63.52941132,"Goldman Sachs, Bank of America Merrill Lynch",Common,664.9
1580477D US,2010-03-24,2010-06-17,2010-03-24,2010-06-16,2010-06-17,1580477D US,Higher One Holdings Inc,124.2,9.0,12.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,PE Backed,PE Exit",660.858,12.5,18.91666603,Goldman Sachs,Common,660.858
HMI US,2018-01-12,2018-02-08,2018-01-12,2018-02-08,2018-02-08,HMI US,Huami Corp,126.5,10.0,11.0,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,VC Exit,Emerging Growth Company",659.788,9.090909004,2.272727251,"Credit Suisse, Citi, China Renaissance Partners",ADR,659.788
AMRS US,2010-04-16,2010-09-28,2010-04-16,2010-09-28,2010-09-28,AMRS US,Amyris Inc,97.52,5.3,16.0,"IPO,Primary Share Offering,VC Backed,PE Backed",659.65,3.125,3.125,"Morgan Stanley, Goldman Sachs, JP Morgan",Common,659.65
SOGO US,2017-10-13,2017-11-09,2017-10-13,2017-11-08,2017-11-09,SOGO US,Sogou Inc,658.371,45.0,13.0,"IPO,Primary Share Offering,Emerging Growth Company",658.371,0.0,3.846153736,"JP Morgan, Credit Suisse, Goldman Sachs, China International Capital Corp",ADR,658.371
RCUS US,2018-02-16,2018-03-15,2018-02-16,2018-03-14,2018-03-15,RCUS US,Arcus Biosciences Inc,138.0,8.0,15.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",656.258,33.33333206,13.33333302,"Goldman Sachs, Citi, SVB Leerink LLC",Common,656.258
ARA US,2015-08-31,2016-04-21,2015-08-31,2016-04-20,2016-04-21,ARA US,American Renal Associates Hold,189.75,7.5,22.0,"IPO,Primary Share Offering,PE Backed,Emerging Growth Company",653.836,20.45454597,20.45454597,"Bank of America Merrill Lynch, Barclays, Goldman Sachs, Wells Fargo, SunTrust Robinson Humphrey",Common,653.836
MACK US,2011-07-08,2012-03-29,2011-07-08,2012-03-28,2012-03-29,MACK US,Merrimack Pharmaceuticals Inc,105.297,14.3,7.0,"IPO,Primary Share Offering",651.97,-10.71428585,-13.71428585,JP Morgan,Common,651.97
AIMT US,2015-07-06,2015-08-06,2015-07-06,2015-08-05,2015-08-06,AIMT US,Aimmune Therapeutics Inc,183.999,10.0,16.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",650.872,9.375,50.625,"Bank of America Merrill Lynch, Credit Suisse, Piper Jaffray & Co",Common,650.872
TRUE US,2014-04-03,2014-05-16,2014-04-03,2014-05-15,2014-05-16,TRUE US,TrueCar Inc,80.4717,7.775,9.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",649.84,7.777777672,11.77777767,"Goldman Sachs, JP Morgan, RBC Capital Markets",Common,649.84
NTLA US,2016-04-11,2016-05-06,2016-04-11,2016-05-05,2016-05-06,NTLA US,Intellia Therapeutics Inc,124.2,6.0,18.0,"IPO,Primary Share Offering,VC Backed,PE Backed,Emerging Growth Company",647.933,22.22222137,22.77777863,"Credit Suisse, Jefferies, SVB Leerink LLC",Common,647.933
FANG US,2012-02-14,2012-10-12,2012-02-14,2012-10-11,2012-10-12,FANG US,Diamondback Energy Inc,251.562,12.5,17.5,"IPO,Primary Share Offering,PE Backed",647.27,1.828571439,0.0,Credit Suisse,Common,647.27
ZEN US,2014-04-10,2014-05-15,2014-04-10,2014-05-14,2014-05-15,ZEN US,Zendesk Inc,115.0,11.1111,9.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",646.67,26.66666603,49.22222137,"Goldman Sachs, Morgan Stanley, Credit Suisse",Common,646.67
KITE US,2014-05-19,2014-06-20,2014-05-19,2014-06-20,2014-06-20,KITE US,Kite Pharma Inc,146.625,7.5,17.0,"IPO,Primary Share Offering,VC Backed,Emerging Growth Company",645.86,49.70588303,70.58823395,"Credit Suisse, Jefferies, Cowen & Co",Common,645.86
CBTX US,2017-10-13,2017-11-08,2017-10-13,2017-11-07,2017-11-08,CBTX US,CBTX Inc,71.76,2.4,26.0,"IPO,Primary Share Offering,Emerging Growth Company",645.401,7.692307472,10.42307663,"Stephens Inc, Stifel",Common,645.401
ODT US,2017-11-13,2017-12-07,2017-11-13,2017-12-06,2017-12-07,ODT US,Odonate Therapeutics Inc,150.0,6.25,24.0,"IPO,Primary Share Offering,Emerging Growth Company",645.37,-4.166666508,-4.166666508,"Goldman Sachs, Jefferies, Cowen & Co",Common,645.37
BNFT US,2013-08-14,2013-09-18,2013-08-14,2013-09-18,2013-09-18,BNFT US,Benefitfocus Inc,150.395,4.935,26.5,"IPO,Primary Share Offering,Secondary Share Offering,VC Backed,PE Backed,PE Exit,Emerging Growth Company",644.268,60.37735748,102.07547,"Goldman Sachs, Deutsche Bank, Jefferies, Canaccord Genuity, Piper Jaffray & Co, Raymond James & Associates",Common,644.268
MFRM US,2011-06-10,2011-11-18,2011-06-10,2011-11-17,2011-11-18,MFRM US,Mattress Firm Holding Corp,121.39,5.5556,19.0,"IPO,Primary Share Offering,PE Backed",642.52,15.78947353,15.78947353,"Barclays, UBS, William Blair & Co LLC",Common,642.52
