,ITicker,Cusip,STicker,Name,Country,Currency_,OneTenth,SecType,ExchCtry,Exchange,Code
12656,IDPY,73180510,PLI,POLYVISION CORPORATION,NA,USD,0,S,NA,B,6427
12657,IDRI,IDRIIDRI,IDRI.C,IDR - INDONESIAN,NA,IDR,,C,NA,0,67760
12658,IDS,46148810,IDPY,INVESTOR DIVERS,NA,USD,0,S,NA,X,6428
12659,IDSA,45631410,IDSA,INDUSTRIAL SERVICES OF AMERICA I,NA,USD,0,S,NA,F,34362
12660,IDSM,12651E10,CTTH,CTT PHARMA,NC,USD,,S,NA,U,66896
12661,IDSY,44948910,IDSY,I.D. SYSTEMS INC.,NA,USD,0,S,NA,F,15005
12662,IDTA,45167120,IDTA,IDENTA,FZ,ILS,,S,NA,U,70595
12663,IDTC,44894750,IDT,IDT CORP,NA,USD,0,S,NA,A,6429
12664,IDTI,45811810,IDTI,INTEGRATED DEVICE TECHNOLOGY INC,NA,USD,0,S,NA,S,6430
12665,IDUI,46428769,IDU,ISHARES TRUST,NA,USD,,S,NA,B,70596
12666,IDVC,45685V20,IDVC,INFRASTRUCTURE D,NA,USD,,S,NA,G,75375
12667,IDVI,45169L20,IDVI,IDVIEWS INC,NA,USD,,S,NA,U,72441
12668,IDWS,05348110,AVLN,AVALON TECHNOLOGY GROUP INC,NA,USD,,S,NA,U,70597
12669,IDX,45190610,IDNX,IDENTIX INC,NA,USD,0,S,NA,F,6431
12670,IDXC,44949110,IDXC,IDX SYSTEMS CORPORATION,NA,USD,0,S,NA,F,6432
12671,IDXX,45168D10,IDXX,IDEXX LABS INC,NA,USD,0,S,NA,S,6433
12672,IDYN,45866120,ITDN,INTERDYNE CO,NA,USD,0,S,NA,U,6434
12673,IEA,45686J10,IEA,INFRASTRUCTURE AND ENERGY ALTERN,NA,USD,0,S,NA,H,77645
12674,IEC1,70509810,IEC,PEC ISRAEL ECONOMIC CORP,NA,USD,0,S,NA,A,6435
12675,IEC2,44949L10,IEC,IEC ELECTRONICS CORP,NA,USD,0,S,NA,B,6436
12676,IECE,44949410,IECE,IEC ELECTRS CP,NA,USD,0,S,NA,X,6437
12677,IEE,44951W10,IESC,IES HOLDINGS INC,NA,USD,0,S,NA,F,6438
12678,IEF,46428744,IEF,ISHARES BARCLAYS,NA,USD,,S,NA,E,70598
12679,IEFI,45291110,IFEI,IMAGINE FILMS ENTERTAINMENT,NA,USD,0,S,NA,F,6439
12680,IEG,45767A10,IFS,INSIGNIA FINANC,NA,USD,,S,NA,A,6440
12681,IEHC,44949K10,IEHC,IEH CORP,NA,USD,,S,NA,U,68871
12682,IEI,45891210,IEI,INTGRATED ENERGY,NA,USD,0,S,NA,X,6441
12683,IEL,44949M10,IES,IES INDUSTRIES INCORPORATED,NA,USD,0,S,NA,A,6442
12684,IELN,16943A10,CNOA,CHINA ORGANIC AGRICULTURE INC,NA,USD,,S,NA,G,70599
12685,IEO,46428885,IEO,ISHARES DOW,NA,USD,,U,NA,A,70600
12686,IEQC,89581710,TPII,TRIAD PRO,NA,USD,,S,NA,U,70601
12687,IESV,46119420,ITRP,INTREPID TECHNOL,NA,USD,,S,NA,U,70602
12688,IEVT,45923G10,ICRD,INTERNATIONAL CARD ESTABLISHMENT,NA,USD,,S,NA,U,68232
12689,IEX,45167R10,IEX,IDEX CORPORATION,NA,USD,0,S,NA,A,6443
12690,IEZ,46428884,IEZ,ISHARES DJ US OI,NA,USD,,U,NA,A,72915
12691,IF,45002030,IF,IRE FINL CORP,NA,USD,0,S,NA,X,6444
12692,IF02,44951530,IFSH,IFS INTL HLDGS,NA,USD,,S,NA,U,70603
12693,IFAN,45173B10,IFAN,IFAN FINANCIAL INC,NA,USD,0,S,NA,G,77139
12694,IFBH,44895310,IFBH,IFB HOLDINGS INC,NA,USD,0,S,NA,U,6445
12695,IFBV,45104810,IFBV,ICY SPLASH FOOD,NA,USD,,S,NA,U,66897
12696,IFC,45891610,IFC,INTERFIRST CORP,NA,USD,0,S,NA,X,6446
12697,IFCB,45820M10,IFCB,INTEGRITY FINANC,NA,USD,,S,NA,F,72916
12698,IFCI,45950T10,IFCIQ,INTERNATIONAL FIBERCOM INC,NA,USD,0,S,NA,U,6447
12699,IFCN,45663T10,IFCN,INFICON HOLDING AG,SS,USD,0,A,NA,F,14536
12700,IFDC,45615610,IFDC,INDUSTRIAL FDG C,NA,USD,,S,NA,F,6448
12701,IFEC,63007610,NNLX,NANOLOGIX,NA,USD,,S,NA,U,70604
12702,IFED,45823810,IFED,INTER FEDL SB TN,NA,USD,0,S,NA,X,6449
12703,IFF,45950610,IFF,INTERNATIONAL FLAVORS & FRAGRANC,NA,USD,0,S,NA,A,6450
12704,IFFD,45950Q40,IFFD,INTL FAST FOOD,NA,USD,,S,NA,U,70605
12705,IFG,23385610,DRC,DAIN RAUSCHER CORPORATION,NA,USD,0,S,NA,A,6451
12706,IFGI,45795620,IFS,INSIGNIA FINANCIAL GROUP,NA,USD,0,S,NA,A,6452
12707,IFH,46428882,IHF,ISHARES US HEALT,NA,USD,,U,NA,E,74613
12708,IFIF,00305P10,IF,ABERDEEN INDONES,NA,USD,,S,NA,B,74719
12709,IFIN,45866810,IFG,INTER FINANCIAL,NA,USD,0,S,NA,X,6453
12710,IFJL,45160020,IFSL,IDEAL FINANCIAL,NA,USD,,S,NA,U,70606
12711,IFL,44966910,IGL,IMC GLOBAL INC.,NA,USD,0,S,NA,A,6454
12712,IFLB,71710P10,PHEI,PHANTOM ENTERT,NA,USD,,S,NA,U,70607
12713,IFLH,45867D20,IFCH,INTERFINANCIAL H,NA,USD,,S,NA,U,69264
12714,IFLM,69607740,PTN,PALATIN TECHNOLOGIES INC,NA,USD,0,S,NA,B,6455
12715,IFLO,44952030,IFLO,I-FLOW CORPORATION,NA,USD,0,S,NA,H,6456
12716,IFLY,28250610,IFLYQ,800 TRAVEL SYST,NA,USD,,S,NA,U,66898
12717,IFMK,44953810,IFMK,IFRESH,NA,USD,,S,NA,H,77646
12718,IFMU,98753610,YNGR,YOUNGER AMERICA,NA,USD,,S,NA,U,66197
12719,IFMX,04362P20,ASCL,ASCENTIAL SOFTWARE CORP,NA,USD,0,S,NA,F,6457
12720,IFNC,46120F10,IFNC,INTRUST FINANCIA,NA,USD,,S,NA,U,72917
12721,IFNE,45768R30,IMEN,INNOFONE.COM INC,NA,USD,,S,NA,U,67636
12722,IFNI,45170U50,INIX,IFINIX,NA,USD,,S,NA,U,67728
12723,IFNY,45663L50,IFNY,INFINITY ENERGY RESOURCES INC,NA,USD,0,S,NA,U,6458
12724,IFOB,18978E10,DRGN,CN DRAGON CORP,NA,USD,,S,NA,U,64608
12725,IFOS,21640C10,AWSM,COOL HOLDINGS INC,NA,USD,0,S,NA,F,23959
12726,IFPG,65183310,NPDTE,NEWPORT DIGITAL,NA,USD,,S,NA,U,70608
12727,IFRA,45683430,IFRA,INFRASONICS INC,NA,USD,0,S,NA,F,6459
12728,IFRS,44950710,IFRS,IFR SYSTEMS,NA,USD,0,S,NA,F,6460
12729,IFRX,45663720,NFRX,INFERX CORP,NA,USD,,S,NA,U,68756
12730,IFRZ,92346W10,VRTY,VERITY CORP,NA,USD,,S,NA,U,75203
12731,IFSB,19533Q10,IFSB,COLOMBO BANK,NA,USD,,S,NA,U,66382
12732,IFSC,85857B10,SCLL,STEM CELL INNOVATIONS INC,NA,USD,0,S,NA,U,6461
12733,IFSI,45866530,TILE,INTERFACE INC,NA,USD,0,S,NA,S,6462
12734,IFSL,45470810,IFSL,INDIANA FED CORP,NA,USD,0,S,NA,F,6463
12735,IFSO,45684P10,IFS,INFRASOURCE SERVICES INC,NA,USD,0,S,NA,A,15050
12736,IFTZ,29102N10,EMGC,EMERGENT CAPITAL INC,NA,USD,0,S,NA,A,75478
12737,IFUE,35954A10,IFUE,FUEL PERFORMANCE SOLUTIONS INC,NA,USD,0,S,NA,U,15077
12738,IFX3,45662N10,IFNNY,INFINEON TECHNOLOGIES AG,ED,USD,0,A,NA,U,6464
12739,IFXV,45664A30,INFX,INFINEX,NA,USD,,S,NA,U,70609
12740,IFXY,45685T20,IFXY,INFRAX SYSTEMS,NA,USD,,S,NA,U,74934
12741,IG,45666810,IG,INFORMATICS GEN,NA,USD,0,S,NA,X,6465
12742,IG1,87960W10,TLGT,TELIGENT INC,NA,USD,0,S,NA,B,6466
12743,IGA,92912R10,IGA,VOYA GLOBAL ADVANTAGE AND PREMIU,NA,USD,0,U,NA,A,52182
12744,IGAF,46988210,IGAF,JADE FINANCIAL CORPORATION,NA,USD,0,S,NA,F,6467
12745,IGAM,45990210,IGT,INTERNATIONAL GAME TECHNOLOGY,NA,USD,0,S,NA,A,6468
12746,IGC,45470710,IEI,INDIANA ENERGY,NA,USD,0,S,NA,A,6469
12747,IGC1,46088520,IGLPA,INTERSTATE GENERAL COMPANY,NA,USD,0,S,NA,U,6470
12748,IGCA,45764F30,IGCA,INNOVATIVE GAMING CORP AMER,NA,USD,0,S,NA,U,6471
12749,IGCN,45104P50,ICGN,ICAGEN INC,NA,USD,0,S,NA,F,15424
12750,IGCO,52956110,LXRS,LEXINGTON RESOURCES,NA,USD,0,S,NA,U,25427
12751,IGCU,45408X20,IGC.U,INDIA GLOBALIZAT,NA,USD,,S,NA,B,50344
12752,IGCU/1,45408X30,IGCC,INDIA GLOBALIZATION CAPITAL INC,NA,USD,0,S,NA,B,76744
12753,IGDN,92912T10,IGD,VOYA GLOBAL EQUI,NA,USD,,U,NA,A,72205
12754,IGE,46428737,IGE,ISHARES S & P,NA,USD,,S,NA,A,72918
12755,IGEI,45991110,IGEI,INTL GENETICS,NA,USD,0,S,NA,X,6472
12756,IGEN,09067610,BIOV,BIOVERIS CORP,NA,USD,0,S,NA,F,6473
12757,IGF,46428837,IGF,ISHARES S&P,NA,USD,,U,NA,E,74614
12758,IGHC,45868J10,IGHC,INTERGROUP HEALT,NA,USD,0,S,NA,F,6474
12759,IGI,45247T10,IGI,IMAGISTICS INTERNATIONAL INC,NA,USD,0,S,NA,A,14748
12760,IGIA,45169810,IGAI,IGIA,NA,USD,,S,NA,U,67958
12761,IGII,44923620,IBIN,IBSG INTERNATIONAL INC,NA,USD,,S,NA,U,68233
12762,IGL,56123210,MKG,MALLINCKRODT INC,NA,USD,,S,NA,A,6475
12763,IGLD,M5659510,IGLD,INTERNET GOLD-GOLDEN LINES,FZ,ILS,0,D,NA,S,6476
12764,IGLI,44958310,IGLI,IG LABORATORIES,NA,USD,,S,NA,F,6477
12765,IGLS,45766310,IGLS,INSITUFORM GROUP LTD,NA,USD,0,S,NA,F,6478
12766,IGMI,46136810,PPM,INVESTMENT GRADE,NA,USD,,S,NA,A,64323
12767,IGMS,60936J10,MCAMQ,MONEY CTR AMER,NA,USD,,S,NA,U,66900
12768,IGN,46428753,IGN,ISHARES NORTH AM,NA,USD,,S,NA,A,70610
12769,IGNE,45169510,IGNE,IGENE BIOTECHNOL,NA,USD,,S,NA,U,70611
12770,IGOC,44959210,IGOC,IGO CORPORATION,NA,USD,0,S,NA,F,6479
12771,IGPA,46509030,IGPAU,ISRAEL GROWTH PA,NA,USD,,S,NA,G,64259
12772,IGPG,45172510,IGPG,IGNIS PETROLEUM,NA,USD,,S,NA,U,70612
12773,IGPN,06647010,BNNX,BANKS.COM INC,NA,USD,0,S,NA,U,53131
12774,IGRA,12504G10,IGR,CBRE CLARION,NA,USD,,S,NA,A,72206
12775,IGRP,45578L10,IINT,INDUS INTERNATIONAL INC,NA,USD,0,S,NA,F,6480
12776,IGRU,45956C20,IGRU,INTERNATIONAL GO,NA,USD,,S,NA,U,73475
12777,IGSI,63934910,NALR,NAYLOR INDS INC,NA,USD,0,S,NA,F,6481
12778,IGSV,45200E10,IGSV,ILLINOIS GUARANTEE SAVINGS BANK,NA,USD,0,S,NA,U,6482
12779,IGTI,45192210,IGTI,IMAGE GUIDED TECHNOLOGIES,NA,USD,0,S,NA,U,6483
12780,IGTN,45684G50,IGNT,INGEN TECHNOLOGI,NA,USD,,S,NA,U,70613
12781,IGTS,50187W20,LGTT,LIGATT SECURITY,NA,USD,,S,NA,U,70614
12782,IGV,46428751,IGV,ISHARES NORTH AM,NA,USD,,U,NA,U,72919
12783,IGXT,45822R10,IGXT,INTELGENX TECHNOLOGIES CORP,NC,USD,0,S,NA,U,64212
12784,IGYB,45820T10,IGYB,INTEGRITY BANK P,NA,USD,,S,NA,U,72486
12785,IGYF,G4765H10,IEGYF,IMPERIAL ENERGY CORP PLC,EX,,0,D,NA,U,73438
12786,IGYN,45245K10,IGYN,IMAGYN MEDICAL INC,NA,USD,0,S,NA,F,6484
12787,IHBI,45419210,IHBI,INDIAN HEAD BKS,NA,USD,0,S,NA,X,6485
12788,IHC,46088R10,IHCO,INTERSTATE HOTELS CORP,NA,USD,0,S,NA,H,6486
12789,IHCC,45815Y10,IHCC,INTENSIVA HEALTH CORP,NA,USD,0,S,NA,F,6487
12790,IHCH,45821T10,IHCH,INTEGRATED HEALT,NA,USD,,S,NA,U,55250
12791,IHD,46428881,IHI,ISHARES DOW,NA,USD,,U,NA,E,70615
12792,IHE,46428883,IHE,ISHARES DOW,NA,USD,,U,NA,E,74615
12793,IHF,45965510,IHF,INTERNATIONAL HOME FOODS,NA,USD,0,S,NA,A,6488
12794,IHGW,45857P70,IHG,INTERCONTINENTAL HOTELS GROUP PL,EX,USD,0,A,NA,A,14771
12795,IHHI,45322240,IHHI,IN HOME HEALTH I,NA,USD,,S,NA,F,6489
12796,IHI,45672710,IHI,INFORMATION HOLDINGS INC,NA,USD,0,S,NA,A,6490
12797,IHII,87306E10,TTES,T-3 ENERGY SERVICES INC,NA,USD,0,S,NA,F,6491
12798,IHIT,45964K1X,IHITF,INTL HI-TECH,NC,CAD,,D,NA,U,64749
12799,IHOP,25442310,DIN,DINE BRANDS GLOBAL INC,NA,USD,0,S,NA,A,6492
12800,IHPI,45343610,IHPI,INDEP HLTH PLN,NA,USD,0,S,NA,X,6493
12801,IHS,46261410,IHS,IPCO CP,NA,USD,0,S,NA,X,6494
12802,IHSC,45766Q10,IHSC,INSIGHT HEALTH SERVICES INC,NA,USD,0,S,NA,H,6495
12803,IHSI,45812C10,IHS,INTEGRATED HEALTH SERVICES INC,NA,USD,0,S,NA,A,6496
12804,IIBK,45129P10,IIBK,IDAHO INDEPDNT B,NA,USD,,S,NA,U,67711
12805,IIC,46130L10,IIC,INVESCO CALIFORN,NA,USD,,U,NA,A,73727
12806,IICC,45323X20,IICC,INAMCO INTL,NA,USD,,S,NA,U,70616
12807,IICP,16945G20,CCTR,CHINA CRESCENT ENTERPRISES INC,NA,USD,,S,NA,U,66901
12808,IID,92912Y10,IID,VOYA,NA,USD,,S,NA,A,70617
12809,IIH,46059V10,IIH,INTERNET INFRA,NA,USD,,U,NA,B,70618
12810,IIII,45766M10,IIII,INNOTECH INC,NA,USD,0,S,NA,F,6497
12811,IIIM,46571310,IIIM,I3 MOBILE INC,NA,USD,0,S,NA,H,6498
12812,IIIU,45675Y20,IIIIU,INFORMATION SERVICES GROUP INC,NA,USD,0,S,NA,F,68391
12813,IIIU/1,45675Y10,III,INFORMATION SERVICES GROUP INC,NA,USD,0,S,NA,F,75833
12814,IIIV,46571Y10,IIIV,I3 VERTICALS INC,NA,USD,0,S,NA,S,77733
12815,IIJF,J2421010,IIJIF,INTERNET INITIAT,FJ,JPY,,D,NA,U,72492
12816,IIJI,46059T10,IIJI,IIJ,FJ,USD,,A,NA,S,14315
12817,IILG,44967H10,ILG,ILG LLC,NA,USD,0,S,NA,S,73893
12818,IIM,45882D10,IMI,INTERMOLECULAR INC,NA,USD,0,S,NA,S,75656
12819,IIMB,46132P10,IIM,INVESCO VMIT,NA,USD,,U,NA,A,72303
12820,IIMG,16948P10,CBEH,CHINA INTEGRATED ENERGY INC,NA,USD,,S,NA,H,55296
12821,IIN,45073V10,ITT,ITT INC,NA,USD,0,S,NA,A,6499
12822,IINH,45248T10,IINHY,IMAGI INT HLDG L,FH,HKD,,A,NA,U,74164
12823,IINT,45674010,IINT,INFO INTL,NA,USD,,S,NA,F,6500
12824,IIP,45968410,IIP,INTL INCOME PPTY,NA,USD,,S,NA,B,6501
12825,IIPR,45781V10,IIPR,INNOVATIVE INDUSTRIAL PROPERTIES,NA,USD,0,S,NA,A,77345
12826,IIPZ,46071W2X,IIPZF,INTERRENT REAL ESTATE INVT TR,NC,CAD,0,D,NA,U,73658
12827,IIR,45004F10,IIR,IRI INTERNATIONAL CORPORATION,NA,USD,0,S,NA,A,6502
12828,IIS,17179X10,IIS,CIGNA INVTS SEC,NA,USD,,S,NA,A,72920
12829,IISL,44963320,IISLF,IIS INTELLIGENCE INFORMATION SYS,NA,USD,0,S,NA,U,6503
12830,IISX,45817B30,IISX,INTEGRATED INFORMATION SYSTEMS I,NA,USD,0,S,NA,U,6504
12831,IIT,74438310,PTINY,INDOSAT TBK PT,FL,USD,0,A,NA,U,6505
12832,IITC,44992010,IITC,IITC HOLDINGS LIMTED,NC,USD,0,S,NA,U,76599
12833,IIVI,90210410,IIVI,II-VI INC,NA,USD,0,S,NA,S,6507
12834,IIXC,45071310,IIXC,IXC COMMUNICATION INCORPORATED,NA,USD,0,S,NA,F,6508
12835,IIXL,45071810,IIXL,IXL ENTERPRISES INC.,NA,USD,0,S,NA,F,6509
12836,IJIN,45972110,IJIN,INTL JENSEN INC,NA,USD,0,S,NA,F,6510
12837,IJJP,44963Q20,IJJP,IJJ CORP,NA,USD,,S,NA,U,74656
12838,IJKL,00301L10,ISL,ABERDEEN ISRAEL,NA,USD,,U,NA,B,70619
12839,IJMS,36416330,GALB,GALTON BIOMETRIC,NA,USD,,S,NA,U,70620
12840,IJR,46428780,IJR,ISHARES CORE S&P SMALL-CAP ETF,NA,USD,0,S,NA,E,25086
12841,IJTA,46428788,IJT,ISHARES TRUST S,NA,USD,,S,NA,B,70621
12842,IK,45870210,IK,INTERLAKE CORPORATION,NA,USD,0,S,NA,A,6511
12843,IKAN,45173E20,IKAN,IKANOS COMMUNICATIONS INC,NA,USD,,S,NA,F,23968
12844,IKEQ,71672920,PMKR,PETROMARK RESOURCES,NA,USD,0,S,NA,F,6512
12845,IKLB,49834M10,KLBAY,KLABIN SA,LB,USD,0,A,NA,U,6513
12846,IKNG,45973010,IKNG,INTERNATIONAL KINGS TABLE,NA,USD,0,S,NA,F,6514
12847,IKOS,45171620,IKOS,IKOS SYS INC,NA,USD,0,S,NA,F,6515
12848,IKSG,46271410,IKSGY,IRKUTSKENERGO PAO,ER,USD,0,A,NA,U,6516
12849,ILA,03840J10,ILA,AQUILA INC,NA,USD,0,S,NA,A,14274
12850,ILAB,45780710,ILAB,INSTRMENTATN LAB,NA,USD,0,S,NA,X,6517
12851,ILBY,45781010,ISLBY,INSTRUMENTATION LABORATORY,EI,USD,0,A,NA,U,6518
12852,ILCC,45813N10,ILCC,INTEG LIVING COM,NA,USD,0,S,NA,F,6519
12853,ILCO,45859310,ILCO,INTERCONTINENTAL LIFE CORP,NA,USD,0,S,NA,H,6520
12854,ILCT,44965410,ILCT,ILC TECHNOLOGY,NA,USD,,S,NA,F,6521
12855,ILDO,45937N20,ILDO,INTERNATIONAL DA,NA,USD,,S,NA,U,74684
12856,ILF,46428739,ILF,ISHARES S & P,NA,USD,,U,NA,E,70622
12857,ILFC,45974510,ILFC,INTL LEASE FIN,NA,USD,0,S,NA,X,6522
12858,ILFO,45192610,ILFO,IL FORNAIO CORP (AMERICA),NA,USD,0,S,NA,F,6523
12859,ILHL,45975910,ILHL,INTERNATIONAL LE,NA,USD,,S,NA,U,66902
12860,ILI,45876410,ILI,INTERLOTT TECHNOLOGIES,NA,USD,0,S,NA,B,6524
12861,ILIF,06647F10,RATE,BANKRATE INC,NA,USD,0,S,NA,A,6525
12862,ILL,46118H10,IL,INTRALINKS HOLDINGS INC,NA,USD,,S,NA,A,75146
12863,ILMN,45232710,ILMN,ILLUMINA INC,NA,USD,0,S,NA,S,6526
12864,ILND,45872610,ILND,INTERLAND INC,NA,USD,0,S,NA,F,6527
12865,ILNK,42727E10,HGBL,HERITAGE GLOBAL INC,NA,USD,0,S,NA,U,6528
